LLM,topic,if_base,experiment_index,agent,本次实验最大伦次,方差,观点变化次数
Llama-3.3-70b-instruct,2,0,25,1,5,0.13888888888888892,1
Llama-3.3-70b-instruct,2,0,25,2,5,0.25,1
Llama-3.3-70b-instruct,2,0,25,3,5,0.13888888888888892,1
Llama-3.3-70b-instruct,2,0,25,4,5,0.13888888888888892,1
Llama-3.3-70b-instruct,2,0,26,2,5,0.22222222222222224,3
Llama-3.3-70b-instruct,2,0,26,3,5,0.13888888888888892,1
Llama-3.3-70b-instruct,2,0,26,4,5,0.25,1
Llama-3.3-70b-instruct,2,0,26,5,5,0.25,1
Llama-3.3-70b-instruct,2,0,27,1,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,27,3,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,27,4,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,27,5,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,28,1,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,28,2,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,28,4,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,28,5,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,0,29,1,10,0.14876033057851237,1
Llama-3.3-70b-instruct,2,0,29,2,10,0.1983471074380165,1
Llama-3.3-70b-instruct,2,0,29,3,10,0.08264462809917354,1
Llama-3.3-70b-instruct,2,0,29,5,10,0.0,0
Llama-3.3-70b-instruct,2,0,30,1,10,0.08264462809917353,2
Llama-3.3-70b-instruct,2,0,30,2,10,0.0,0
Llama-3.3-70b-instruct,2,0,30,3,10,0.0,0
Llama-3.3-70b-instruct,2,0,30,4,10,0.23140495867768598,3
Llama-3.3-70b-instruct,2,1,-4,1,4,0.16000000000000006,1
Llama-3.3-70b-instruct,2,1,-4,3,4,0.16000000000000006,1
Llama-3.3-70b-instruct,2,1,-4,4,4,0.16000000000000006,1
Llama-3.3-70b-instruct,2,1,-4,5,4,0.16000000000000003,1
Llama-3.3-70b-instruct,2,1,-3,2,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,1,-3,3,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,1,-3,4,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,1,-3,5,2,0.22222222222222224,1
Llama-3.3-70b-instruct,2,1,-2,1,5,0.22222222222222224,1
Llama-3.3-70b-instruct,2,1,-2,3,5,0.22222222222222224,1
Llama-3.3-70b-instruct,2,1,-2,4,5,0.13888888888888892,1
Llama-3.3-70b-instruct,2,1,-2,5,5,0.22222222222222224,1
Llama-3.3-70b-instruct,2,1,-1,1,7,0.109375,1
Llama-3.3-70b-instruct,2,1,-1,2,7,0.234375,1
Llama-3.3-70b-instruct,2,1,-1,4,7,0.1875,1
Llama-3.3-70b-instruct,2,1,-1,5,7,0.109375,1
Llama-3.3-70b-instruct,2,1,0,1,8,0.1728395061728395,1
Llama-3.3-70b-instruct,2,1,0,2,8,0.09876543209876543,1
Llama-3.3-70b-instruct,2,1,0,3,8,0.2469135802469136,3
Llama-3.3-70b-instruct,2,1,0,5,8,0.2469135802469136,1
Qwen3.5-35B-A3B,2,0,1,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,1,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,1,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,1,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,2,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,2,4,10,0.23140495867768596,1
Qwen3.5-35B-A3B,2,0,2,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,2,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,3,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,3,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,3,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,3,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,4,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,4,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,4,4,10,0.23140495867768598,1
Qwen3.5-35B-A3B,2,0,4,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,5,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,5,3,10,0.14876033057851237,1
Qwen3.5-35B-A3B,2,0,5,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,5,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,6,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,6,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,6,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,6,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,7,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,7,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,7,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,7,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,8,1,10,0.14876033057851237,1
Qwen3.5-35B-A3B,2,0,8,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,8,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,8,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,9,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,9,3,10,0.23140495867768598,1
Qwen3.5-35B-A3B,2,0,9,4,10,0.14876033057851237,1
Qwen3.5-35B-A3B,2,0,9,6,10,0.08264462809917354,1
Qwen3.5-35B-A3B,2,0,10,1,8,0.1728395061728395,1
Qwen3.5-35B-A3B,2,0,10,3,8,0.2222222222222222,1
Qwen3.5-35B-A3B,2,0,10,4,8,0.2469135802469136,1
Qwen3.5-35B-A3B,2,0,10,5,8,0.09876543209876543,1
Qwen3.5-35B-A3B,2,0,11,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,11,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,11,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,11,6,10,0.08264462809917354,1
Qwen3.5-35B-A3B,2,0,12,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,12,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,12,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,12,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,13,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,13,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,13,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,13,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,14,1,10,0.14876033057851237,1
Qwen3.5-35B-A3B,2,0,14,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,14,4,10,0.23140495867768596,1
Qwen3.5-35B-A3B,2,0,14,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,15,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,15,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,15,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,15,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,16,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,16,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,16,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,16,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,17,1,10,0.23140495867768598,1
Qwen3.5-35B-A3B,2,0,17,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,17,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,17,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,18,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,18,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,18,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,18,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,19,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,19,2,10,0.1983471074380165,1
Qwen3.5-35B-A3B,2,0,19,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,19,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,20,1,10,0.14876033057851237,1
Qwen3.5-35B-A3B,2,0,20,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,20,3,10,0.24793388429752064,1
Qwen3.5-35B-A3B,2,0,20,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,21,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,21,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,21,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,21,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,22,1,10,0.1983471074380165,1
Qwen3.5-35B-A3B,2,0,22,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,22,4,10,0.08264462809917354,1
Qwen3.5-35B-A3B,2,0,22,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,23,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,23,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,23,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,23,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,24,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,24,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,24,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,24,6,10,0.0,0
Qwen3.5-35B-A3B,2,0,25,1,7,0.25,1
Qwen3.5-35B-A3B,2,0,25,2,7,0.234375,1
Qwen3.5-35B-A3B,2,0,25,3,7,0.109375,1
Qwen3.5-35B-A3B,2,0,25,4,7,0.234375,1
Qwen3.5-35B-A3B,2,0,26,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,26,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,26,4,10,0.23140495867768598,1
Qwen3.5-35B-A3B,2,0,26,5,10,0.14876033057851237,1
Qwen3.5-35B-A3B,2,0,27,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,27,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,27,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,27,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,28,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,28,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,28,4,10,0.0,0
Qwen3.5-35B-A3B,2,0,28,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,29,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,29,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,29,3,10,0.1983471074380165,1
Qwen3.5-35B-A3B,2,0,29,5,10,0.0,0
Qwen3.5-35B-A3B,2,0,30,1,10,0.0,0
Qwen3.5-35B-A3B,2,0,30,2,10,0.0,0
Qwen3.5-35B-A3B,2,0,30,3,10,0.0,0
Qwen3.5-35B-A3B,2,0,30,4,10,0.0,0
Qwen3.5-35B-A3B,2,1,-4,2,7,0.1875,1
Qwen3.5-35B-A3B,2,1,-4,3,7,0.109375,1
Qwen3.5-35B-A3B,2,1,-4,4,7,0.234375,1
Qwen3.5-35B-A3B,2,1,-4,5,7,0.25,1
Qwen3.5-35B-A3B,2,1,-3,1,9,0.09000000000000001,1
Qwen3.5-35B-A3B,2,1,-3,3,9,0.21000000000000002,1
Qwen3.5-35B-A3B,2,1,-3,4,9,0.21000000000000002,1
Qwen3.5-35B-A3B,2,1,-3,5,9,0.21000000000000002,1
Qwen3.5-35B-A3B,2,1,-2,1,7,0.25,1
Qwen3.5-35B-A3B,2,1,-2,2,7,0.109375,1
Qwen3.5-35B-A3B,2,1,-2,4,7,0.234375,1
Qwen3.5-35B-A3B,2,1,-2,5,7,0.109375,1
Qwen3.5-35B-A3B,2,1,-1,1,5,0.13888888888888892,1
Qwen3.5-35B-A3B,2,1,-1,2,5,0.25,1
Qwen3.5-35B-A3B,2,1,-1,3,5,0.22222222222222224,1
Qwen3.5-35B-A3B,2,1,-1,5,5,0.22222222222222224,1
Qwen3.5-35B-A3B,2,1,0,1,3,0.1875,1
Qwen3.5-35B-A3B,2,1,0,2,3,0.25,1
Qwen3.5-35B-A3B,2,1,0,3,3,0.25,1
Qwen3.5-35B-A3B,2,1,0,4,3,0.1875,1
Qwen3.5-Flash,2,0,1,3,10,0.23140495867768598,1
Qwen3.5-Flash,2,0,1,4,10,0.23140495867768598,1
Qwen3.5-Flash,2,0,1,5,10,0.1983471074380165,1
Qwen3.5-Flash,2,0,1,6,10,0.23140495867768596,1
Qwen3.5-Flash,2,0,2,2,10,0.0,0
Qwen3.5-Flash,2,0,2,4,10,0.1983471074380165,1
Qwen3.5-Flash,2,0,2,5,10,0.0,0
Qwen3.5-Flash,2,0,2,6,10,0.0,0
Qwen3.5-Flash,2,0,3,2,10,0.0,0
Qwen3.5-Flash,2,0,3,3,10,0.0,0
Qwen3.5-Flash,2,0,3,5,10,0.0,0
Qwen3.5-Flash,2,0,3,6,10,0.0,0
Qwen3.5-Flash,2,0,4,2,10,0.1983471074380165,1
Qwen3.5-Flash,2,0,4,3,10,0.1983471074380165,1
Qwen3.5-Flash,2,0,4,4,10,0.14876033057851237,1
Qwen3.5-Flash,2,0,4,6,10,0.0,0
Qwen3.5-Flash,2,0,5,2,4,0.16000000000000003,1
Qwen3.5-Flash,2,0,5,3,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,5,4,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,5,5,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,6,3,6,0.12244897959183675,1
Qwen3.5-Flash,2,0,6,4,6,0.12244897959183676,1
Qwen3.5-Flash,2,0,6,5,6,0.12244897959183676,1
Qwen3.5-Flash,2,0,6,6,6,0.24489795918367344,1
Qwen3.5-Flash,2,0,7,1,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,7,4,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,7,5,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,7,6,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,8,1,6,0.24489795918367346,1
Qwen3.5-Flash,2,0,8,3,6,0.20408163265306128,1
Qwen3.5-Flash,2,0,8,5,6,0.12244897959183676,1
Qwen3.5-Flash,2,0,8,6,6,0.24489795918367346,1
Qwen3.5-Flash,2,0,9,1,1,0.25,1
Qwen3.5-Flash,2,0,9,3,1,0.25,1
Qwen3.5-Flash,2,0,9,4,1,0.25,1
Qwen3.5-Flash,2,0,9,6,1,0.25,1
Qwen3.5-Flash,2,0,10,1,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,10,3,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,10,4,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,10,5,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,11,2,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,11,4,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,11,5,5,0.22222222222222224,1
Qwen3.5-Flash,2,0,11,6,5,0.22222222222222224,1
Qwen3.5-Flash,2,0,12,1,1,0.25,1
Qwen3.5-Flash,2,0,12,4,1,0.25,1
Qwen3.5-Flash,2,0,12,5,1,0.25,1
Qwen3.5-Flash,2,0,12,6,1,0.25,1
Qwen3.5-Flash,2,0,13,1,3,0.1875,1
Qwen3.5-Flash,2,0,13,2,3,0.1875,1
Qwen3.5-Flash,2,0,13,5,3,0.1875,1
Qwen3.5-Flash,2,0,13,6,3,0.1875,1
Qwen3.5-Flash,2,0,14,1,8,0.09876543209876544,1
Qwen3.5-Flash,2,0,14,2,8,0.09876543209876543,1
Qwen3.5-Flash,2,0,14,4,8,0.09876543209876544,1
Qwen3.5-Flash,2,0,14,6,8,0.1728395061728395,1
Qwen3.5-Flash,2,0,15,1,3,0.1875,1
Qwen3.5-Flash,2,0,15,2,3,0.1875,1
Qwen3.5-Flash,2,0,15,4,3,0.1875,1
Qwen3.5-Flash,2,0,15,5,3,0.1875,1
Qwen3.5-Flash,2,0,16,2,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,16,3,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,16,5,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,16,6,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,17,1,6,0.12244897959183675,1
Qwen3.5-Flash,2,0,17,3,6,0.12244897959183675,1
Qwen3.5-Flash,2,0,17,5,6,0.12244897959183676,1
Qwen3.5-Flash,2,0,17,6,6,0.12244897959183675,1
Qwen3.5-Flash,2,0,18,1,1,0.25,1
Qwen3.5-Flash,2,0,18,2,1,0.25,1
Qwen3.5-Flash,2,0,18,5,1,0.25,1
Qwen3.5-Flash,2,0,18,6,1,0.25,1
Qwen3.5-Flash,2,0,19,1,1,0.25,1
Qwen3.5-Flash,2,0,19,2,1,0.25,1
Qwen3.5-Flash,2,0,19,3,1,0.25,1
Qwen3.5-Flash,2,0,19,6,1,0.25,1
Qwen3.5-Flash,2,0,20,1,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,20,2,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,20,3,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,20,5,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,21,2,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,21,3,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,21,4,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,21,6,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,22,1,4,0.16000000000000006,1
Qwen3.5-Flash,2,0,22,3,4,0.24000000000000005,1
Qwen3.5-Flash,2,0,22,4,4,0.16000000000000003,1
Qwen3.5-Flash,2,0,22,6,4,0.24000000000000005,1
Qwen3.5-Flash,2,0,23,1,10,0.1983471074380165,1
Qwen3.5-Flash,2,0,23,2,10,0.08264462809917354,1
Qwen3.5-Flash,2,0,23,4,10,0.1983471074380165,1
Qwen3.5-Flash,2,0,23,6,10,0.24793388429752064,1
Qwen3.5-Flash,2,0,24,1,3,0.1875,1
Qwen3.5-Flash,2,0,24,2,3,0.1875,1
Qwen3.5-Flash,2,0,24,3,3,0.1875,1
Qwen3.5-Flash,2,0,24,6,3,0.1875,1
Qwen3.5-Flash,2,0,25,1,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,25,2,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,25,3,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,25,4,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,26,2,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,26,3,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,26,4,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,26,5,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,27,1,1,0.25,1
Qwen3.5-Flash,2,0,27,3,1,0.25,1
Qwen3.5-Flash,2,0,27,4,1,0.25,1
Qwen3.5-Flash,2,0,27,5,1,0.25,1
Qwen3.5-Flash,2,0,28,1,5,0.22222222222222224,1
Qwen3.5-Flash,2,0,28,2,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,28,4,5,0.22222222222222224,1
Qwen3.5-Flash,2,0,28,5,5,0.13888888888888892,1
Qwen3.5-Flash,2,0,29,1,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,29,2,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,29,3,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,29,5,2,0.22222222222222224,1
Qwen3.5-Flash,2,0,30,1,3,0.25,1
Qwen3.5-Flash,2,0,30,2,3,0.1875,1
Qwen3.5-Flash,2,0,30,3,3,0.1875,1
Qwen3.5-Flash,2,0,30,4,3,0.1875,1
Qwen3.5-Flash,2,1,-4,2,8,0.1728395061728395,1
Qwen3.5-Flash,2,1,-4,3,8,0.1728395061728395,1
Qwen3.5-Flash,2,1,-4,4,8,0.2222222222222222,1
Qwen3.5-Flash,2,1,-4,5,8,0.2469135802469136,1
Qwen3.5-Flash,2,1,-3,1,5,0.13888888888888892,1
Qwen3.5-Flash,2,1,-3,3,5,0.13888888888888892,1
Qwen3.5-Flash,2,1,-3,4,5,0.22222222222222224,1
Qwen3.5-Flash,2,1,-3,5,5,0.13888888888888892,1
Qwen3.5-Flash,2,1,-2,1,4,0.24000000000000005,1
Qwen3.5-Flash,2,1,-2,2,4,0.16000000000000003,1
Qwen3.5-Flash,2,1,-2,4,4,0.16000000000000006,1
Qwen3.5-Flash,2,1,-2,5,4,0.24000000000000005,1
Qwen3.5-Flash,2,1,-1,1,3,0.1875,1
Qwen3.5-Flash,2,1,-1,2,3,0.25,1
Qwen3.5-Flash,2,1,-1,3,3,0.1875,1
Qwen3.5-Flash,2,1,-1,5,3,0.25,1
Qwen3.5-Flash,2,1,0,1,5,0.13888888888888892,1
Qwen3.5-Flash,2,1,0,2,5,0.25,1
Qwen3.5-Flash,2,1,0,3,5,0.22222222222222224,1
Qwen3.5-Flash,2,1,0,4,5,0.25,1
DeepSeek-V3.2,3,0,1,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,1,4,10,0.3801652892561984,2
DeepSeek-V3.2,3,0,1,5,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,1,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,2,2,10,0.23140495867768596,1
DeepSeek-V3.2,3,0,2,4,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,2,5,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,2,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,3,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,3,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,3,5,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,3,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,4,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,4,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,4,4,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,4,6,10,0.9090909090909091,2
DeepSeek-V3.2,3,0,5,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,5,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,5,4,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,5,5,10,0.14876033057851237,3
DeepSeek-V3.2,3,0,6,3,3,0.1875,1
DeepSeek-V3.2,3,0,6,4,3,0.6875,2
DeepSeek-V3.2,3,0,6,5,3,0.6875,2
DeepSeek-V3.2,3,0,6,6,3,0.6875,2
DeepSeek-V3.2,3,0,7,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,7,4,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,7,5,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,7,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,8,1,4,0.24000000000000005,1
DeepSeek-V3.2,3,0,8,3,4,0.16000000000000006,1
DeepSeek-V3.2,3,0,8,5,4,0.6399999999999999,2
DeepSeek-V3.2,3,0,8,6,4,0.16000000000000006,1
DeepSeek-V3.2,3,0,9,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,9,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,9,4,10,0.6115702479338843,2
DeepSeek-V3.2,3,0,9,6,10,0.9090909090909091,9
DeepSeek-V3.2,3,0,10,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,10,3,10,0.3801652892561984,3
DeepSeek-V3.2,3,0,10,4,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,10,5,10,0.14876033057851237,1
DeepSeek-V3.2,3,0,11,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,11,4,10,0.3801652892561984,3
DeepSeek-V3.2,3,0,11,5,10,0.7768595041322315,2
DeepSeek-V3.2,3,0,11,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,12,1,2,0.22222222222222224,1
DeepSeek-V3.2,3,0,12,4,2,0.6666666666666666,2
DeepSeek-V3.2,3,0,12,5,2,0.22222222222222224,1
DeepSeek-V3.2,3,0,12,6,2,0.22222222222222224,1
DeepSeek-V3.2,3,0,13,1,4,0.16000000000000006,1
DeepSeek-V3.2,3,0,13,2,4,0.16000000000000006,1
DeepSeek-V3.2,3,0,13,5,4,0.16000000000000006,1
DeepSeek-V3.2,3,0,13,6,4,0.6399999999999999,2
DeepSeek-V3.2,3,0,14,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,14,2,10,0.6115702479338843,5
DeepSeek-V3.2,3,0,14,4,10,0.7768595041322315,5
DeepSeek-V3.2,3,0,14,6,10,0.8760330578512397,4
DeepSeek-V3.2,3,0,15,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,15,2,10,0.3801652892561984,3
DeepSeek-V3.2,3,0,15,4,10,0.6115702479338843,5
DeepSeek-V3.2,3,0,15,5,10,0.7768595041322315,2
DeepSeek-V3.2,3,0,16,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,16,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,16,5,10,0.3801652892561984,2
DeepSeek-V3.2,3,0,16,6,10,0.4132231404958677,3
DeepSeek-V3.2,3,0,17,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,17,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,17,5,10,0.3801652892561984,3
DeepSeek-V3.2,3,0,17,6,10,0.8760330578512397,4
DeepSeek-V3.2,3,0,18,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,18,2,10,0.3801652892561984,2
DeepSeek-V3.2,3,0,18,5,10,0.7768595041322315,3
DeepSeek-V3.2,3,0,18,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,19,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,19,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,19,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,19,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,20,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,20,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,20,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,20,5,10,0.3801652892561984,3
DeepSeek-V3.2,3,0,21,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,21,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,21,4,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,21,6,10,0.3801652892561984,2
DeepSeek-V3.2,3,0,22,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,22,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,22,4,10,0.6115702479338843,4
DeepSeek-V3.2,3,0,22,6,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,23,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,23,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,23,4,10,0.6115702479338843,2
DeepSeek-V3.2,3,0,23,6,10,0.3801652892561984,3
DeepSeek-V3.2,3,0,24,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,24,2,10,0.3801652892561984,3
DeepSeek-V3.2,3,0,24,3,10,0.3801652892561984,2
DeepSeek-V3.2,3,0,24,6,10,0.8099173553719006,5
DeepSeek-V3.2,3,0,25,1,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,25,2,10,0.3801652892561984,2
DeepSeek-V3.2,3,0,25,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,25,4,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,26,2,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,26,3,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,26,4,10,0.3801652892561984,2
DeepSeek-V3.2,3,0,26,5,10,0.08264462809917354,1
DeepSeek-V3.2,3,0,27,1,2,0.22222222222222224,1
DeepSeek-V3.2,3,0,27,3,2,0.22222222222222224,1
