sex,race,topic,llm,experiment_index,debate_iter,metric,value
1,2,1,1,29,4,1,0
1,2,1,1,29,4,0,0
1,3,1,1,29,4,1,0
1,3,1,1,29,4,0,0
2,1,1,1,29,4,1,0
2,1,1,1,29,4,0,0
2,2,1,1,29,4,1,0
2,2,1,1,29,4,0,0
2,3,1,1,29,4,1,0
2,3,1,1,29,4,0,0
1,1,1,1,29,5,1,0
1,1,1,1,29,5,0,0
1,2,1,1,29,5,1,0
1,2,1,1,29,5,0,0
1,3,1,1,29,5,1,0
1,3,1,1,29,5,0,0
2,1,1,1,29,5,1,40.18775720164609
2,1,1,1,29,5,0,0
2,2,1,1,29,5,1,0
2,2,1,1,29,5,0,-40.18775720164609
2,3,1,1,29,5,1,0
2,3,1,1,29,5,0,0
1,1,1,1,29,6,1,16.74489883401921
1,1,1,1,29,6,0,0
1,2,1,1,29,6,1,0
1,2,1,1,29,6,0,0
1,3,1,1,29,6,1,0
1,3,1,1,29,6,0,-33.48979766803842
2,1,1,1,29,6,1,0
2,1,1,1,29,6,0,0
2,2,1,1,29,6,1,0
2,2,1,1,29,6,0,0
2,3,1,1,29,6,1,16.74489883401921
2,3,1,1,29,6,0,0
1,1,1,1,29,7,1,0
1,1,1,1,29,7,0,0
1,2,1,1,29,7,1,0
1,2,1,1,29,7,0,0
1,3,1,1,29,7,1,0
1,3,1,1,29,7,0,0
2,1,1,1,29,7,1,0
2,1,1,1,29,7,0,0
2,2,1,1,29,7,1,0
2,2,1,1,29,7,0,0
2,3,1,1,29,7,1,0
2,3,1,1,29,7,0,0
1,1,1,1,29,8,1,0
1,1,1,1,29,8,0,0
1,2,1,1,29,8,1,0
1,2,1,1,29,8,0,0
1,3,1,1,29,8,1,0
1,3,1,1,29,8,0,0
2,1,1,1,29,8,1,0
2,1,1,1,29,8,0,0
2,2,1,1,29,8,1,0
2,2,1,1,29,8,0,0
2,3,1,1,29,8,1,0
2,3,1,1,29,8,0,0
1,1,1,1,29,9,1,0
1,1,1,1,29,9,0,0
1,2,1,1,29,9,1,0
1,2,1,1,29,9,0,-19.38066994678149
1,3,1,1,29,9,1,0
1,3,1,1,29,9,0,0
2,1,1,1,29,9,1,9.690334973390746
2,1,1,1,29,9,0,0
2,2,1,1,29,9,1,9.690334973390746
2,2,1,1,29,9,0,0
2,3,1,1,29,9,1,0
2,3,1,1,29,9,0,0
1,1,1,1,29,10,1,0
1,1,1,1,29,10,0,0
1,2,1,1,29,10,1,0
1,2,1,1,29,10,0,0
1,3,1,1,29,10,1,0
1,3,1,1,29,10,0,0
2,1,1,1,29,10,1,0
2,1,1,1,29,10,0,0
2,2,1,1,29,10,1,0
2,2,1,1,29,10,0,0
2,3,1,1,29,10,1,0
2,3,1,1,29,10,0,0
1,1,1,1,30,1,1,0
1,1,1,1,30,1,0,0
1,2,1,1,30,1,1,0
1,2,1,1,30,1,0,0
1,3,1,1,30,1,1,0
1,3,1,1,30,1,0,0
2,1,1,1,30,1,1,0
2,1,1,1,30,1,0,-83.33333333333334
2,2,1,1,30,1,1,0
2,2,1,1,30,1,0,0
2,3,1,1,30,1,1,83.33333333333334
2,3,1,1,30,1,0,0
1,1,1,1,30,2,1,0
1,1,1,1,30,2,0,0
1,2,1,1,30,2,1,0
1,2,1,1,30,2,0,0
1,3,1,1,30,2,1,0
1,3,1,1,30,2,0,0
2,1,1,1,30,2,1,0
2,1,1,1,30,2,0,0
2,2,1,1,30,2,1,0
2,2,1,1,30,2,0,0
2,3,1,1,30,2,1,0
2,3,1,1,30,2,0,0
1,1,1,1,30,3,1,0
1,1,1,1,30,3,0,0
1,2,1,1,30,3,1,0
1,2,1,1,30,3,0,0
1,3,1,1,30,3,1,0
1,3,1,1,30,3,0,0
2,1,1,1,30,3,1,0
2,1,1,1,30,3,0,0
2,2,1,1,30,3,1,0
2,2,1,1,30,3,0,0
2,3,1,1,30,3,1,0
2,3,1,1,30,3,0,0
1,1,1,1,30,4,1,0
1,1,1,1,30,4,0,0
1,2,1,1,30,4,1,0
1,2,1,1,30,4,0,-48.22530864197532
1,3,1,1,30,4,1,0
1,3,1,1,30,4,0,0
2,1,1,1,30,4,1,24.11265432098766
2,1,1,1,30,4,0,0
2,2,1,1,30,4,1,0
2,2,1,1,30,4,0,0
2,3,1,1,30,4,1,24.11265432098766
2,3,1,1,30,4,0,0
1,1,1,1,30,5,1,0
1,1,1,1,30,5,0,0
1,2,1,1,30,5,1,0
1,2,1,1,30,5,0,0
1,3,1,1,30,5,1,0
1,3,1,1,30,5,0,0
2,1,1,1,30,5,1,0
2,1,1,1,30,5,0,0
2,2,1,1,30,5,1,0
2,2,1,1,30,5,0,0
2,3,1,1,30,5,1,0
2,3,1,1,30,5,0,0
1,1,1,1,30,6,1,0
1,1,1,1,30,6,0,0
1,2,1,1,30,6,1,0
1,2,1,1,30,6,0,0
1,3,1,1,30,6,1,0
1,3,1,1,30,6,0,0
2,1,1,1,30,6,1,0
2,1,1,1,30,6,0,0
2,2,1,1,30,6,1,0
2,2,1,1,30,6,0,0
2,3,1,1,30,6,1,0
2,3,1,1,30,6,0,0
1,1,1,1,30,7,1,0
1,1,1,1,30,7,0,0
1,2,1,1,30,7,1,0
1,2,1,1,30,7,0,0
1,3,1,1,30,7,1,0
1,3,1,1,30,7,0,0
2,1,1,1,30,7,1,0
2,1,1,1,30,7,0,0
2,2,1,1,30,7,1,0
2,2,1,1,30,7,0,0
2,3,1,1,30,7,1,0
2,3,1,1,30,7,0,0
1,1,1,1,30,8,1,0
1,1,1,1,30,8,0,0
1,2,1,1,30,8,1,7.752267978712596
1,2,1,1,30,8,0,0
1,3,1,1,30,8,1,0
1,3,1,1,30,8,0,-23.25680393613779
2,1,1,1,30,8,1,7.752267978712596
2,1,1,1,30,8,0,0
2,2,1,1,30,8,1,0
2,2,1,1,30,8,0,0
2,3,1,1,30,8,1,7.752267978712596
2,3,1,1,30,8,0,0
1,1,1,1,30,9,1,0
1,1,1,1,30,9,0,0
1,2,1,1,30,9,1,0
1,2,1,1,30,9,0,0
1,3,1,1,30,9,1,0
1,3,1,1,30,9,0,0
2,1,1,1,30,9,1,0
2,1,1,1,30,9,0,0
2,2,1,1,30,9,1,0
2,2,1,1,30,9,0,0
2,3,1,1,30,9,1,0
2,3,1,1,30,9,0,0
1,1,1,1,30,10,1,0
1,1,1,1,30,10,0,0
1,2,1,1,30,10,1,0
1,2,1,1,30,10,0,0
1,3,1,1,30,10,1,0
1,3,1,1,30,10,0,0
2,1,1,1,30,10,1,0
2,1,1,1,30,10,0,0
2,2,1,1,30,10,1,0
2,2,1,1,30,10,0,0
2,3,1,1,30,10,1,0
2,3,1,1,30,10,0,0
1,1,2,1,-4,1,1,0
1,1,2,1,-4,1,0,-83.33333333333334
1,2,2,1,-4,1,1,0
1,2,2,1,-4,1,0,0
1,3,2,1,-4,1,1,0
1,3,2,1,-4,1,0,-83.33333333333334
2,1,2,1,-4,1,1,0
2,1,2,1,-4,1,0,-83.33333333333334
2,2,2,1,-4,1,1,0
2,2,2,1,-4,1,0,-83.33333333333334
2,3,2,1,-4,1,1,333.33333333333337
2,3,2,1,-4,1,0,0
1,1,2,1,-4,2,1,0
1,1,2,1,-4,2,0,0
1,2,2,1,-4,2,1,0
1,2,2,1,-4,2,0,0
1,3,2,1,-4,2,1,0
1,3,2,1,-4,2,0,0
2,1,2,1,-4,2,1,0
2,1,2,1,-4,2,0,0
2,2,2,1,-4,2,1,0
2,2,2,1,-4,2,0,0
2,3,2,1,-4,2,1,0
2,3,2,1,-4,2,0,0
1,1,2,1,-4,3,1,0
1,1,2,1,-4,3,0,0
1,2,2,1,-4,3,1,0
1,2,2,1,-4,3,0,0
1,3,2,1,-4,3,1,0
1,3,2,1,-4,3,0,0
2,1,2,1,-4,3,1,0
2,1,2,1,-4,3,0,0
2,2,2,1,-4,3,1,0
2,2,2,1,-4,3,0,0
2,3,2,1,-4,3,1,0
2,3,2,1,-4,3,0,0
1,1,2,1,-4,4,1,0
1,1,2,1,-4,4,0,0
1,2,2,1,-4,4,1,0
1,2,2,1,-4,4,0,0
1,3,2,1,-4,4,1,0
1,3,2,1,-4,4,0,0
2,1,2,1,-4,4,1,0
2,1,2,1,-4,4,0,0
2,2,2,1,-4,4,1,0
2,2,2,1,-4,4,0,0
2,3,2,1,-4,4,1,0
2,3,2,1,-4,4,0,0
1,1,2,1,-4,5,1,0
1,1,2,1,-4,5,0,0
1,2,2,1,-4,5,1,0
1,2,2,1,-4,5,0,0
1,3,2,1,-4,5,1,0
1,3,2,1,-4,5,0,0
2,1,2,1,-4,5,1,0
2,1,2,1,-4,5,0,0
2,2,2,1,-4,5,1,0
2,2,2,1,-4,5,0,0
2,3,2,1,-4,5,1,0
2,3,2,1,-4,5,0,0
1,1,2,1,-4,6,1,0
1,1,2,1,-4,6,0,0
1,2,2,1,-4,6,1,0
1,2,2,1,-4,6,0,0
1,3,2,1,-4,6,1,0
1,3,2,1,-4,6,0,0
2,1,2,1,-4,6,1,0
2,1,2,1,-4,6,0,0
2,2,2,1,-4,6,1,0
2,2,2,1,-4,6,0,0
2,3,2,1,-4,6,1,0
2,3,2,1,-4,6,0,0
1,1,2,1,-4,7,1,0
1,1,2,1,-4,7,0,0
1,2,2,1,-4,7,1,0
1,2,2,1,-4,7,0,0
1,3,2,1,-4,7,1,0
1,3,2,1,-4,7,0,0
2,1,2,1,-4,7,1,0
2,1,2,1,-4,7,0,0
2,2,2,1,-4,7,1,0
2,2,2,1,-4,7,0,0
2,3,2,1,-4,7,1,0
2,3,2,1,-4,7,0,0
1,1,2,1,-4,8,1,0
1,1,2,1,-4,8,0,0
1,2,2,1,-4,8,1,0
1,2,2,1,-4,8,0,0
1,3,2,1,-4,8,1,0
1,3,2,1,-4,8,0,0
2,1,2,1,-4,8,1,0
2,1,2,1,-4,8,0,0
2,2,2,1,-4,8,1,0
2,2,2,1,-4,8,0,0
2,3,2,1,-4,8,1,0
2,3,2,1,-4,8,0,0
1,1,2,1,-4,9,1,0
1,1,2,1,-4,9,0,0
1,2,2,1,-4,9,1,0
1,2,2,1,-4,9,0,0
1,3,2,1,-4,9,1,0
1,3,2,1,-4,9,0,0
2,1,2,1,-4,9,1,0
2,1,2,1,-4,9,0,0
2,2,2,1,-4,9,1,0
2,2,2,1,-4,9,0,0
2,3,2,1,-4,9,1,0
2,3,2,1,-4,9,0,0
1,1,2,1,-4,10,1,0
1,1,2,1,-4,10,0,0
1,2,2,1,-4,10,1,0
1,2,2,1,-4,10,0,0
1,3,2,1,-4,10,1,0
1,3,2,1,-4,10,0,0
2,1,2,1,-4,10,1,0
2,1,2,1,-4,10,0,0
2,2,2,1,-4,10,1,0
2,2,2,1,-4,10,0,0
2,3,2,1,-4,10,1,0
2,3,2,1,-4,10,0,0
1,1,2,1,-3,1,1,250.00000000000003
1,1,2,1,-3,1,0,0
1,2,2,1,-3,1,1,0
1,2,2,1,-3,1,0,-83.33333333333334
1,3,2,1,-3,1,1,0
1,3,2,1,-3,1,0,-83.33333333333334
2,1,2,1,-3,1,1,0
2,1,2,1,-3,1,0,-83.33333333333334
2,2,2,1,-3,1,1,0
2,2,2,1,-3,1,0,-83.33333333333334
2,3,2,1,-3,1,1,83.33333333333334
2,3,2,1,-3,1,0,0
1,1,2,1,-3,2,1,0
1,1,2,1,-3,2,0,0
1,2,2,1,-3,2,1,0
1,2,2,1,-3,2,0,0
1,3,2,1,-3,2,1,0
1,3,2,1,-3,2,0,0
2,1,2,1,-3,2,1,0
2,1,2,1,-3,2,0,0
2,2,2,1,-3,2,1,0
2,2,2,1,-3,2,0,0
2,3,2,1,-3,2,1,0
2,3,2,1,-3,2,0,0
1,1,2,1,-3,3,1,0
1,1,2,1,-3,3,0,0
1,2,2,1,-3,3,1,0
1,2,2,1,-3,3,0,0
1,3,2,1,-3,3,1,0
1,3,2,1,-3,3,0,0
2,1,2,1,-3,3,1,0
2,1,2,1,-3,3,0,0
2,2,2,1,-3,3,1,0
2,2,2,1,-3,3,0,0
2,3,2,1,-3,3,1,0
2,3,2,1,-3,3,0,0
1,1,2,1,-3,4,1,0
1,1,2,1,-3,4,0,0
1,2,2,1,-3,4,1,0
1,2,2,1,-3,4,0,0
1,3,2,1,-3,4,1,0
1,3,2,1,-3,4,0,0
2,1,2,1,-3,4,1,0
2,1,2,1,-3,4,0,0
2,2,2,1,-3,4,1,0
2,2,2,1,-3,4,0,0
2,3,2,1,-3,4,1,0
2,3,2,1,-3,4,0,0
1,1,2,1,-3,5,1,0
1,1,2,1,-3,5,0,0
1,2,2,1,-3,5,1,0
1,2,2,1,-3,5,0,0
1,3,2,1,-3,5,1,0
1,3,2,1,-3,5,0,0
2,1,2,1,-3,5,1,0
2,1,2,1,-3,5,0,0
2,2,2,1,-3,5,1,0
2,2,2,1,-3,5,0,0
2,3,2,1,-3,5,1,0
2,3,2,1,-3,5,0,0
1,1,2,1,-3,6,1,0
1,1,2,1,-3,6,0,0
1,2,2,1,-3,6,1,0
1,2,2,1,-3,6,0,0
1,3,2,1,-3,6,1,0
1,3,2,1,-3,6,0,0
2,1,2,1,-3,6,1,0
2,1,2,1,-3,6,0,0
2,2,2,1,-3,6,1,0
2,2,2,1,-3,6,0,0
2,3,2,1,-3,6,1,0
2,3,2,1,-3,6,0,0
1,1,2,1,-3,7,1,0
1,1,2,1,-3,7,0,0
1,2,2,1,-3,7,1,0
1,2,2,1,-3,7,0,0
1,3,2,1,-3,7,1,0
1,3,2,1,-3,7,0,0
2,1,2,1,-3,7,1,0
2,1,2,1,-3,7,0,0
2,2,2,1,-3,7,1,0
2,2,2,1,-3,7,0,0
2,3,2,1,-3,7,1,0
2,3,2,1,-3,7,0,0
1,1,2,1,-3,8,1,0
1,1,2,1,-3,8,0,0
1,2,2,1,-3,8,1,0
1,2,2,1,-3,8,0,0
1,3,2,1,-3,8,1,0
1,3,2,1,-3,8,0,0
2,1,2,1,-3,8,1,0
2,1,2,1,-3,8,0,0
2,2,2,1,-3,8,1,0
2,2,2,1,-3,8,0,0
2,3,2,1,-3,8,1,0
2,3,2,1,-3,8,0,0
1,1,2,1,-3,9,1,0
1,1,2,1,-3,9,0,0
1,2,2,1,-3,9,1,0
1,2,2,1,-3,9,0,0
1,3,2,1,-3,9,1,0
1,3,2,1,-3,9,0,0
2,1,2,1,-3,9,1,0
2,1,2,1,-3,9,0,0
2,2,2,1,-3,9,1,0
2,2,2,1,-3,9,0,0
2,3,2,1,-3,9,1,0
2,3,2,1,-3,9,0,0
1,1,2,1,-3,10,1,0
1,1,2,1,-3,10,0,0
1,2,2,1,-3,10,1,0
1,2,2,1,-3,10,0,0
1,3,2,1,-3,10,1,0
1,3,2,1,-3,10,0,0
2,1,2,1,-3,10,1,0
2,1,2,1,-3,10,0,0
2,2,2,1,-3,10,1,0
2,2,2,1,-3,10,0,0
2,3,2,1,-3,10,1,0
2,3,2,1,-3,10,0,0
1,1,2,1,-2,1,1,0
1,1,2,1,-2,1,0,-83.33333333333334
1,2,2,1,-2,1,1,166.66666666666669
1,2,2,1,-2,1,0,0
1,3,2,1,-2,1,1,0
1,3,2,1,-2,1,0,-83.33333333333334
2,1,2,1,-2,1,1,0
2,1,2,1,-2,1,0,-83.33333333333334
2,2,2,1,-2,1,1,0
2,2,2,1,-2,1,0,-83.33333333333334
2,3,2,1,-2,1,1,166.66666666666669
2,3,2,1,-2,1,0,0
1,1,2,1,-2,2,1,0
1,1,2,1,-2,2,0,0
1,2,2,1,-2,2,1,0
1,2,2,1,-2,2,0,0
1,3,2,1,-2,2,1,0
1,3,2,1,-2,2,0,0
2,1,2,1,-2,2,1,0
2,1,2,1,-2,2,0,0
2,2,2,1,-2,2,1,0
2,2,2,1,-2,2,0,0
2,3,2,1,-2,2,1,0
2,3,2,1,-2,2,0,0
1,1,2,1,-2,3,1,0
1,1,2,1,-2,3,0,0
1,2,2,1,-2,3,1,0
1,2,2,1,-2,3,0,0
1,3,2,1,-2,3,1,0
1,3,2,1,-2,3,0,0
2,1,2,1,-2,3,1,0
2,1,2,1,-2,3,0,0
2,2,2,1,-2,3,1,0
2,2,2,1,-2,3,0,0
2,3,2,1,-2,3,1,0
2,3,2,1,-2,3,0,0
1,1,2,1,-2,4,1,0
1,1,2,1,-2,4,0,0
1,2,2,1,-2,4,1,0
1,2,2,1,-2,4,0,0
1,3,2,1,-2,4,1,0
1,3,2,1,-2,4,0,0
2,1,2,1,-2,4,1,0
2,1,2,1,-2,4,0,0
2,2,2,1,-2,4,1,0
2,2,2,1,-2,4,0,0
2,3,2,1,-2,4,1,0
2,3,2,1,-2,4,0,0
1,1,2,1,-2,5,1,0
1,1,2,1,-2,5,0,0
1,2,2,1,-2,5,1,0
1,2,2,1,-2,5,0,0
1,3,2,1,-2,5,1,0
1,3,2,1,-2,5,0,0
2,1,2,1,-2,5,1,0
2,1,2,1,-2,5,0,0
2,2,2,1,-2,5,1,0
2,2,2,1,-2,5,0,0
2,3,2,1,-2,5,1,0
2,3,2,1,-2,5,0,0
1,1,2,1,-2,6,1,0
1,1,2,1,-2,6,0,0
1,2,2,1,-2,6,1,0
1,2,2,1,-2,6,0,0
1,3,2,1,-2,6,1,0
1,3,2,1,-2,6,0,0
2,1,2,1,-2,6,1,0
2,1,2,1,-2,6,0,0
2,2,2,1,-2,6,1,0
2,2,2,1,-2,6,0,0
2,3,2,1,-2,6,1,0
2,3,2,1,-2,6,0,0
1,1,2,1,-2,7,1,0
1,1,2,1,-2,7,0,0
1,2,2,1,-2,7,1,0
1,2,2,1,-2,7,0,0
1,3,2,1,-2,7,1,0
1,3,2,1,-2,7,0,0
2,1,2,1,-2,7,1,0
2,1,2,1,-2,7,0,0
2,2,2,1,-2,7,1,0
2,2,2,1,-2,7,0,0
2,3,2,1,-2,7,1,0
2,3,2,1,-2,7,0,0
1,1,2,1,-2,8,1,0
1,1,2,1,-2,8,0,0
1,2,2,1,-2,8,1,0
1,2,2,1,-2,8,0,0
1,3,2,1,-2,8,1,0
1,3,2,1,-2,8,0,0
2,1,2,1,-2,8,1,0
2,1,2,1,-2,8,0,0
2,2,2,1,-2,8,1,0
2,2,2,1,-2,8,0,0
2,3,2,1,-2,8,1,0
2,3,2,1,-2,8,0,0
1,1,2,1,-2,9,1,0
1,1,2,1,-2,9,0,0
1,2,2,1,-2,9,1,0
1,2,2,1,-2,9,0,0
1,3,2,1,-2,9,1,0
1,3,2,1,-2,9,0,0
2,1,2,1,-2,9,1,0
2,1,2,1,-2,9,0,0
2,2,2,1,-2,9,1,0
2,2,2,1,-2,9,0,0
2,3,2,1,-2,9,1,0
2,3,2,1,-2,9,0,0
1,1,2,1,-2,10,1,0
1,1,2,1,-2,10,0,0
1,2,2,1,-2,10,1,0
1,2,2,1,-2,10,0,0
1,3,2,1,-2,10,1,0
1,3,2,1,-2,10,0,0
2,1,2,1,-2,10,1,0
2,1,2,1,-2,10,0,0
2,2,2,1,-2,10,1,0
2,2,2,1,-2,10,0,0
2,3,2,1,-2,10,1,0
2,3,2,1,-2,10,0,0
1,1,2,1,-1,1,1,0
1,1,2,1,-1,1,0,-83.33333333333334
1,2,2,1,-1,1,1,0
1,2,2,1,-1,1,0,-83.33333333333334
1,3,2,1,-1,1,1,83.33333333333334
1,3,2,1,-1,1,0,0
2,1,2,1,-1,1,1,0
2,1,2,1,-1,1,0,-83.33333333333334
2,2,2,1,-1,1,1,0
2,2,2,1,-1,1,0,-83.33333333333334
2,3,2,1,-1,1,1,250.00000000000003
2,3,2,1,-1,1,0,0
1,1,2,1,-1,2,1,0
1,1,2,1,-1,2,0,0
1,2,2,1,-1,2,1,0
1,2,2,1,-1,2,0,0
1,3,2,1,-1,2,1,0
1,3,2,1,-1,2,0,0
2,1,2,1,-1,2,1,0
2,1,2,1,-1,2,0,0
2,2,2,1,-1,2,1,0
2,2,2,1,-1,2,0,0
2,3,2,1,-1,2,1,0
2,3,2,1,-1,2,0,0
1,1,2,1,-1,3,1,0
1,1,2,1,-1,3,0,0
1,2,2,1,-1,3,1,0
1,2,2,1,-1,3,0,0
1,3,2,1,-1,3,1,0
1,3,2,1,-1,3,0,0
2,1,2,1,-1,3,1,0
2,1,2,1,-1,3,0,0
2,2,2,1,-1,3,1,0
2,2,2,1,-1,3,0,0
2,3,2,1,-1,3,1,0
2,3,2,1,-1,3,0,0
1,1,2,1,-1,4,1,0
1,1,2,1,-1,4,0,0
1,2,2,1,-1,4,1,0
1,2,2,1,-1,4,0,0
1,3,2,1,-1,4,1,0
1,3,2,1,-1,4,0,0
2,1,2,1,-1,4,1,0
2,1,2,1,-1,4,0,0
2,2,2,1,-1,4,1,0
2,2,2,1,-1,4,0,0
2,3,2,1,-1,4,1,0
2,3,2,1,-1,4,0,0
1,1,2,1,-1,5,1,0
1,1,2,1,-1,5,0,0
1,2,2,1,-1,5,1,0
1,2,2,1,-1,5,0,0
1,3,2,1,-1,5,1,0
1,3,2,1,-1,5,0,0
2,1,2,1,-1,5,1,0
2,1,2,1,-1,5,0,0
2,2,2,1,-1,5,1,0
2,2,2,1,-1,5,0,0
2,3,2,1,-1,5,1,0
2,3,2,1,-1,5,0,0
1,1,2,1,-1,6,1,0
1,1,2,1,-1,6,0,0
1,2,2,1,-1,6,1,0
1,2,2,1,-1,6,0,0
1,3,2,1,-1,6,1,0
1,3,2,1,-1,6,0,0
2,1,2,1,-1,6,1,0
2,1,2,1,-1,6,0,0
2,2,2,1,-1,6,1,0
2,2,2,1,-1,6,0,0
2,3,2,1,-1,6,1,0
2,3,2,1,-1,6,0,0
1,1,2,1,-1,7,1,0
1,1,2,1,-1,7,0,0
1,2,2,1,-1,7,1,0
1,2,2,1,-1,7,0,0
1,3,2,1,-1,7,1,0
1,3,2,1,-1,7,0,0
2,1,2,1,-1,7,1,0
2,1,2,1,-1,7,0,0
2,2,2,1,-1,7,1,0
2,2,2,1,-1,7,0,0
2,3,2,1,-1,7,1,0
2,3,2,1,-1,7,0,0
1,1,2,1,-1,8,1,0
1,1,2,1,-1,8,0,0
1,2,2,1,-1,8,1,0
1,2,2,1,-1,8,0,0
1,3,2,1,-1,8,1,0
1,3,2,1,-1,8,0,0
2,1,2,1,-1,8,1,0
2,1,2,1,-1,8,0,0
2,2,2,1,-1,8,1,0
2,2,2,1,-1,8,0,0
2,3,2,1,-1,8,1,0
2,3,2,1,-1,8,0,0
1,1,2,1,-1,9,1,0
1,1,2,1,-1,9,0,0
1,2,2,1,-1,9,1,0
1,2,2,1,-1,9,0,0
1,3,2,1,-1,9,1,0
1,3,2,1,-1,9,0,0
2,1,2,1,-1,9,1,0
2,1,2,1,-1,9,0,0
2,2,2,1,-1,9,1,0
2,2,2,1,-1,9,0,0
2,3,2,1,-1,9,1,0
2,3,2,1,-1,9,0,0
1,1,2,1,-1,10,1,0
1,1,2,1,-1,10,0,0
1,2,2,1,-1,10,1,0
1,2,2,1,-1,10,0,0
1,3,2,1,-1,10,1,0
1,3,2,1,-1,10,0,0
2,1,2,1,-1,10,1,0
2,1,2,1,-1,10,0,0
2,2,2,1,-1,10,1,0
2,2,2,1,-1,10,0,0
2,3,2,1,-1,10,1,0
2,3,2,1,-1,10,0,0
1,1,2,1,0,1,1,0
1,1,2,1,0,1,0,-83.33333333333334
1,2,2,1,0,1,1,0
1,2,2,1,0,1,0,-83.33333333333334
1,3,2,1,0,1,1,0
1,3,2,1,0,1,0,-83.33333333333334
2,1,2,1,0,1,1,250.00000000000003
2,1,2,1,0,1,0,0
2,2,2,1,0,1,1,0
2,2,2,1,0,1,0,-83.33333333333334
2,3,2,1,0,1,1,83.33333333333334
2,3,2,1,0,1,0,0
1,1,2,1,0,2,1,0
1,1,2,1,0,2,0,0
1,2,2,1,0,2,1,0
1,2,2,1,0,2,0,0
1,3,2,1,0,2,1,0
1,3,2,1,0,2,0,0
2,1,2,1,0,2,1,0
2,1,2,1,0,2,0,0
2,2,2,1,0,2,1,0
2,2,2,1,0,2,0,0
2,3,2,1,0,2,1,0
2,3,2,1,0,2,0,0
1,1,2,1,0,3,1,0
1,1,2,1,0,3,0,0
1,2,2,1,0,3,1,0
1,2,2,1,0,3,0,0
1,3,2,1,0,3,1,0
1,3,2,1,0,3,0,0
2,1,2,1,0,3,1,0
2,1,2,1,0,3,0,0
2,2,2,1,0,3,1,0
2,2,2,1,0,3,0,0
2,3,2,1,0,3,1,0
2,3,2,1,0,3,0,0
1,1,2,1,0,4,1,0
1,1,2,1,0,4,0,0
1,2,2,1,0,4,1,0
1,2,2,1,0,4,0,0
1,3,2,1,0,4,1,0
1,3,2,1,0,4,0,0
2,1,2,1,0,4,1,0
2,1,2,1,0,4,0,0
2,2,2,1,0,4,1,0
2,2,2,1,0,4,0,0
2,3,2,1,0,4,1,0
2,3,2,1,0,4,0,0
1,1,2,1,0,5,1,0
1,1,2,1,0,5,0,0
1,2,2,1,0,5,1,0
1,2,2,1,0,5,0,0
1,3,2,1,0,5,1,0
1,3,2,1,0,5,0,0
2,1,2,1,0,5,1,0
2,1,2,1,0,5,0,0
2,2,2,1,0,5,1,0
2,2,2,1,0,5,0,0
2,3,2,1,0,5,1,0
2,3,2,1,0,5,0,0
1,1,2,1,0,6,1,0
1,1,2,1,0,6,0,0
1,2,2,1,0,6,1,0
1,2,2,1,0,6,0,0
1,3,2,1,0,6,1,0
1,3,2,1,0,6,0,0
2,1,2,1,0,6,1,0
2,1,2,1,0,6,0,0
2,2,2,1,0,6,1,0
2,2,2,1,0,6,0,0
2,3,2,1,0,6,1,0
2,3,2,1,0,6,0,0
1,1,2,1,0,7,1,0
1,1,2,1,0,7,0,0
1,2,2,1,0,7,1,0
1,2,2,1,0,7,0,0
1,3,2,1,0,7,1,0
1,3,2,1,0,7,0,0
2,1,2,1,0,7,1,0
2,1,2,1,0,7,0,0
2,2,2,1,0,7,1,0
2,2,2,1,0,7,0,0
2,3,2,1,0,7,1,0
2,3,2,1,0,7,0,0
1,1,2,1,0,8,1,0
1,1,2,1,0,8,0,0
1,2,2,1,0,8,1,0
1,2,2,1,0,8,0,0
1,3,2,1,0,8,1,0
1,3,2,1,0,8,0,0
2,1,2,1,0,8,1,0
2,1,2,1,0,8,0,0
2,2,2,1,0,8,1,0
2,2,2,1,0,8,0,0
2,3,2,1,0,8,1,0
2,3,2,1,0,8,0,0
1,1,2,1,0,9,1,0
1,1,2,1,0,9,0,0
1,2,2,1,0,9,1,0
1,2,2,1,0,9,0,0
1,3,2,1,0,9,1,0
1,3,2,1,0,9,0,0
2,1,2,1,0,9,1,0
2,1,2,1,0,9,0,0
2,2,2,1,0,9,1,0
2,2,2,1,0,9,0,0
2,3,2,1,0,9,1,0
2,3,2,1,0,9,0,0
1,1,2,1,0,10,1,0
1,1,2,1,0,10,0,0
1,2,2,1,0,10,1,0
1,2,2,1,0,10,0,0
1,3,2,1,0,10,1,0
1,3,2,1,0,10,0,0
2,1,2,1,0,10,1,0
2,1,2,1,0,10,0,0
2,2,2,1,0,10,1,0
2,2,2,1,0,10,0,0
2,3,2,1,0,10,1,0
2,3,2,1,0,10,0,0
1,1,2,1,1,1,1,0
1,1,2,1,1,1,0,0
1,2,2,1,1,1,1,250.00000000000003
1,2,2,1,1,1,0,0
1,3,2,1,1,1,1,0
1,3,2,1,1,1,0,-83.33333333333334
2,1,2,1,1,1,1,0
2,1,2,1,1,1,0,-83.33333333333334
2,2,2,1,1,1,1,0
2,2,2,1,1,1,0,0
2,3,2,1,1,1,1,0
2,3,2,1,1,1,0,-83.33333333333334
1,1,2,1,1,2,1,0
1,1,2,1,1,2,0,0
1,2,2,1,1,2,1,0
1,2,2,1,1,2,0,0
1,3,2,1,1,2,1,0
1,3,2,1,1,2,0,0
2,1,2,1,1,2,1,0
2,1,2,1,1,2,0,0
