sex,race,topic,llm,experiment_index,debate_iter,influence,subornness
1,1,2,1,29,2,0.17361111111111113,0
1,2,2,1,29,2,0.17361111111111113,0
1,3,2,1,29,2,0.17361111111111113,0
2,1,2,1,29,2,0.17361111111111113,0
2,2,2,1,29,2,0,-0.6944444444444445
2,3,2,1,29,2,0,0
1,1,2,1,29,3,0,0
1,2,2,1,29,3,0,0
1,3,2,1,29,3,0,0
2,1,2,1,29,3,0,0
2,2,2,1,29,3,0,0
2,3,2,1,29,3,0,0
1,1,2,1,29,4,0,0
1,2,2,1,29,4,0,0
1,3,2,1,29,4,0,0
2,1,2,1,29,4,0,0
2,2,2,1,29,4,0,0
2,3,2,1,29,4,0,0
1,1,2,1,29,5,0,0
1,2,2,1,29,5,0,0
1,3,2,1,29,5,0,0
2,1,2,1,29,5,0,0
2,2,2,1,29,5,0,0
2,3,2,1,29,5,0,0
1,1,2,1,29,6,0,0
1,2,2,1,29,6,0,0
1,3,2,1,29,6,0,0
2,1,2,1,29,6,0,0
2,2,2,1,29,6,0,0
2,3,2,1,29,6,0,0
1,1,2,1,29,7,0,0
1,2,2,1,29,7,0,0
1,3,2,1,29,7,0,0
2,1,2,1,29,7,0,0
2,2,2,1,29,7,0,0
2,3,2,1,29,7,0,0
1,1,2,1,29,8,0,0
1,2,2,1,29,8,0,0
1,3,2,1,29,8,0,0
2,1,2,1,29,8,0,0
2,2,2,1,29,8,0,0
2,3,2,1,29,8,0,0
1,1,2,1,29,9,0,0
1,2,2,1,29,9,0,0
1,3,2,1,29,9,0,0
2,1,2,1,29,9,0,0
2,2,2,1,29,9,0,0
2,3,2,1,29,9,0,0
1,1,2,1,29,10,0,0
1,2,2,1,29,10,0,0
1,3,2,1,29,10,0,0
2,1,2,1,29,10,0,0
2,2,2,1,29,10,0,0
2,3,2,1,29,10,0,0
1,1,2,1,30,1,0,-0.8333333333333334
1,2,2,1,30,1,0,-0.8333333333333334
1,3,2,1,30,1,0,0
2,1,2,1,30,1,0,-0.8333333333333334
2,2,2,1,30,1,1.6666666666666667,0
2,3,2,1,30,1,0.8333333333333334,0
1,1,2,1,30,2,0,0
1,2,2,1,30,2,0,0
1,3,2,1,30,2,0,0
2,1,2,1,30,2,0,0
2,2,2,1,30,2,0,0
2,3,2,1,30,2,0,0
1,1,2,1,30,3,0.19290123456790123,0
1,2,2,1,30,3,0.19290123456790123,0
1,3,2,1,30,3,0,-0.5787037037037037
2,1,2,1,30,3,0,0
2,2,2,1,30,3,0.19290123456790123,0
2,3,2,1,30,3,0,0
1,1,2,1,30,4,0,0
1,2,2,1,30,4,0,0
1,3,2,1,30,4,0,0
2,1,2,1,30,4,0,0
2,2,2,1,30,4,0,0
2,3,2,1,30,4,0,0
1,1,2,1,30,5,0,0
1,2,2,1,30,5,0,0
1,3,2,1,30,5,0,0
2,1,2,1,30,5,0,0
2,2,2,1,30,5,0,0
2,3,2,1,30,5,0,0
1,1,2,1,30,6,0,0
1,2,2,1,30,6,0,0
1,3,2,1,30,6,0,0
2,1,2,1,30,6,0,0
2,2,2,1,30,6,0,0
2,3,2,1,30,6,0,0
1,1,2,1,30,7,0,0
1,2,2,1,30,7,0,0
1,3,2,1,30,7,0,0
2,1,2,1,30,7,0,0
2,2,2,1,30,7,0,0
2,3,2,1,30,7,0,0
1,1,2,1,30,8,0,0
1,2,2,1,30,8,0,0
1,3,2,1,30,8,0,0
2,1,2,1,30,8,0,0
2,2,2,1,30,8,0,0
2,3,2,1,30,8,0,0
1,1,2,1,30,9,0,0
1,2,2,1,30,9,0,0
1,3,2,1,30,9,0,0
2,1,2,1,30,9,0,0
2,2,2,1,30,9,0,0
2,3,2,1,30,9,0,0
1,1,2,1,30,10,0,0
1,2,2,1,30,10,0,0
1,3,2,1,30,10,0,0
2,1,2,1,30,10,0,0
2,2,2,1,30,10,0,0
2,3,2,1,30,10,0,0
1,1,3,1,1,1,0.8333333333333334,0
1,2,3,1,1,1,2.5,0
1,3,3,1,1,1,0,-0.8333333333333334
2,1,3,1,1,1,0,-0.8333333333333334
2,2,3,1,1,1,0,-0.8333333333333334
2,3,3,1,1,1,0,-0.8333333333333334
1,1,3,1,1,2,0,0
1,2,3,1,1,2,0.36702015297270163,0
1,3,3,1,1,2,0.36702015297270163,0
2,1,3,1,1,2,0,-1.4680806118908065
2,2,3,1,1,2,0.36702015297270163,0
2,3,3,1,1,2,0.36702015297270163,0
1,1,3,1,1,3,0,0
1,2,3,1,1,3,0,0
1,3,3,1,1,3,0,0
2,1,3,1,1,3,0,0
2,2,3,1,1,3,0,0
2,3,3,1,1,3,0,0
1,1,3,1,1,4,0,0
1,2,3,1,1,4,0,0
1,3,3,1,1,4,0,0
2,1,3,1,1,4,0,0
2,2,3,1,1,4,0,0
2,3,3,1,1,4,0,0
1,1,3,1,1,5,0,0
1,2,3,1,1,5,0,0
1,3,3,1,1,5,0,0
2,1,3,1,1,5,0,0
2,2,3,1,1,5,0,0
2,3,3,1,1,5,0,0
1,1,3,1,1,6,0,0
1,2,3,1,1,6,0,0
1,3,3,1,1,6,0,0
2,1,3,1,1,6,0,0
2,2,3,1,1,6,0,0
2,3,3,1,1,6,0,0
1,1,3,1,1,7,0,0
1,2,3,1,1,7,0,0
1,3,3,1,1,7,0,0
2,1,3,1,1,7,0,0
2,2,3,1,1,7,0,0
2,3,3,1,1,7,0,0
1,1,3,1,1,8,0,0
1,2,3,1,1,8,0,0
1,3,3,1,1,8,0,0
2,1,3,1,1,8,0,0
2,2,3,1,1,8,0,0
2,3,3,1,1,8,0,0
1,1,3,1,1,9,0,0
1,2,3,1,1,9,0,0
1,3,3,1,1,9,0,0
2,1,3,1,1,9,0,0
2,2,3,1,1,9,0,0
2,3,3,1,1,9,0,0
1,1,3,1,1,10,0,0
1,2,3,1,1,10,0,0
1,3,3,1,1,10,0,0
2,1,3,1,1,10,0,0
2,2,3,1,1,10,0,0
2,3,3,1,1,10,0,0
1,1,3,1,2,1,0,0
1,2,3,1,2,1,0,0
1,3,3,1,2,1,2.5,0
2,1,3,1,2,1,0,-0.8333333333333334
2,2,3,1,2,1,0,-0.8333333333333334
2,3,3,1,2,1,0,-0.8333333333333334
1,1,3,1,2,2,0,0
1,2,3,1,2,2,0,0
1,3,3,1,2,2,0,0
2,1,3,1,2,2,0,0
2,2,3,1,2,2,0,0
2,3,3,1,2,2,0,0
1,1,3,1,2,3,0,0
1,2,3,1,2,3,0,0
1,3,3,1,2,3,0,0
2,1,3,1,2,3,0,0
2,2,3,1,2,3,0,0
2,3,3,1,2,3,0,0
1,1,3,1,2,4,0,0
1,2,3,1,2,4,0,-0.4822530864197532
1,3,3,1,2,4,0.1205632716049383,0
2,1,3,1,2,4,0.1205632716049383,0
2,2,3,1,2,4,0.1205632716049383,0
2,3,3,1,2,4,0.1205632716049383,0
1,1,3,1,2,5,0,0
1,2,3,1,2,5,0,0
1,3,3,1,2,5,0,0
2,1,3,1,2,5,0,0
2,2,3,1,2,5,0,0
2,3,3,1,2,5,0,0
1,1,3,1,2,6,0,0
1,2,3,1,2,6,0,0
1,3,3,1,2,6,0,0
2,1,3,1,2,6,0,0
2,2,3,1,2,6,0,0
2,3,3,1,2,6,0,0
1,1,3,1,2,7,0,0
1,2,3,1,2,7,0,0
1,3,3,1,2,7,0,0
2,1,3,1,2,7,0,0
2,2,3,1,2,7,0,0
2,3,3,1,2,7,0,0
1,1,3,1,2,8,0,0
1,2,3,1,2,8,0,0
1,3,3,1,2,8,0,0
2,1,3,1,2,8,0,0
2,2,3,1,2,8,0,0
2,3,3,1,2,8,0,0
1,1,3,1,2,9,0,0
1,2,3,1,2,9,0,0
1,3,3,1,2,9,0,0
2,1,3,1,2,9,0,0
2,2,3,1,2,9,0,0
2,3,3,1,2,9,0,0
1,1,3,1,2,10,0,0
1,2,3,1,2,10,0,0
1,3,3,1,2,10,0,0
2,1,3,1,2,10,0,0
2,2,3,1,2,10,0,0
2,3,3,1,2,10,0,0
1,1,3,1,3,1,0,0
1,2,3,1,3,1,0,-0.8333333333333334
1,3,3,1,3,1,0,-0.8333333333333334
2,1,3,1,3,1,3.3333333333333335,0
2,2,3,1,3,1,0,-0.8333333333333334
2,3,3,1,3,1,0,-0.8333333333333334
1,1,3,1,3,2,0,0
1,2,3,1,3,2,0,0
1,3,3,1,3,2,0,0
2,1,3,1,3,2,0,0
2,2,3,1,3,2,0,0
2,3,3,1,3,2,0,0
1,1,3,1,3,3,0,0
1,2,3,1,3,3,0,0
1,3,3,1,3,3,0,0
2,1,3,1,3,3,0,0
2,2,3,1,3,3,0,0
2,3,3,1,3,3,0,0
1,1,3,1,3,4,0,0
1,2,3,1,3,4,0,0
1,3,3,1,3,4,0,0
2,1,3,1,3,4,0,0
2,2,3,1,3,4,0,0
2,3,3,1,3,4,0,0
1,1,3,1,3,5,0,0
1,2,3,1,3,5,0,0
1,3,3,1,3,5,0,0
2,1,3,1,3,5,0,0
2,2,3,1,3,5,0,0
2,3,3,1,3,5,0,0
1,1,3,1,3,6,0,0
1,2,3,1,3,6,0,0
1,3,3,1,3,6,0,0
2,1,3,1,3,6,0,0
2,2,3,1,3,6,0,0
2,3,3,1,3,6,0,0
1,1,3,1,3,7,0,0
1,2,3,1,3,7,0,0
1,3,3,1,3,7,0,0
2,1,3,1,3,7,0,0
2,2,3,1,3,7,0,0
2,3,3,1,3,7,0,0
1,1,3,1,3,8,0,0
1,2,3,1,3,8,0,0
1,3,3,1,3,8,0,0
2,1,3,1,3,8,0,0
2,2,3,1,3,8,0,0
2,3,3,1,3,8,0,0
1,1,3,1,3,9,0,0
1,2,3,1,3,9,0,0
1,3,3,1,3,9,0,0
2,1,3,1,3,9,0,0
2,2,3,1,3,9,0,0
2,3,3,1,3,9,0,0
1,1,3,1,3,10,0,0
1,2,3,1,3,10,0,0
1,3,3,1,3,10,0,0
2,1,3,1,3,10,0,0
2,2,3,1,3,10,0,0
2,3,3,1,3,10,0,0
1,1,3,1,4,1,0,0
1,2,3,1,4,1,0,-0.8333333333333334
1,3,3,1,4,1,0,-0.8333333333333334
2,1,3,1,4,1,0,-0.8333333333333334
2,2,3,1,4,1,3.3333333333333335,0
2,3,3,1,4,1,0,-0.8333333333333334
1,1,3,1,4,2,0,0
1,2,3,1,4,2,0,0
1,3,3,1,4,2,0,0
2,1,3,1,4,2,0,0
2,2,3,1,4,2,0,0
2,3,3,1,4,2,0,0
1,1,3,1,4,3,0,0
1,2,3,1,4,3,0,0
1,3,3,1,4,3,0,0
2,1,3,1,4,3,0,0
2,2,3,1,4,3,0,0
2,3,3,1,4,3,0,0
1,1,3,1,4,4,0,0
1,2,3,1,4,4,0,0
1,3,3,1,4,4,0,0
2,1,3,1,4,4,0,0
2,2,3,1,4,4,0,0
2,3,3,1,4,4,0,0
1,1,3,1,4,5,0,0
1,2,3,1,4,5,0,0
1,3,3,1,4,5,0,0
2,1,3,1,4,5,0,0
2,2,3,1,4,5,0,0
2,3,3,1,4,5,0,0
1,1,3,1,4,6,0.7079864061973412,0
1,2,3,1,4,6,0,0
1,3,3,1,4,6,0,0
2,1,3,1,4,6,0,0
2,2,3,1,4,6,0,0
2,3,3,1,4,6,0,-0.7079864061973412
1,1,3,1,4,7,0,0
1,2,3,1,4,7,0,0
1,3,3,1,4,7,0,0
2,1,3,1,4,7,0,0
2,2,3,1,4,7,0,0
2,3,3,1,4,7,0,0
1,1,3,1,4,8,0,0
1,2,3,1,4,8,0,0
1,3,3,1,4,8,0,0
2,1,3,1,4,8,0,0
2,2,3,1,4,8,0,0
2,3,3,1,4,8,0,0
1,1,3,1,4,9,0,0
1,2,3,1,4,9,0,0
1,3,3,1,4,9,0,0
2,1,3,1,4,9,0,0
2,2,3,1,4,9,0,0
2,3,3,1,4,9,0,0
1,1,3,1,4,10,0,0
1,2,3,1,4,10,0,0
1,3,3,1,4,10,0,0
2,1,3,1,4,10,0,0
2,2,3,1,4,10,0,0
2,3,3,1,4,10,0,0
1,1,3,1,5,1,0.8333333333333334,0
1,2,3,1,5,1,0,-0.8333333333333334
1,3,3,1,5,1,0,-0.8333333333333334
2,1,3,1,5,1,0,-0.8333333333333334
2,2,3,1,5,1,0,-0.8333333333333334
2,3,3,1,5,1,2.5,0
1,1,3,1,5,2,0,0
1,2,3,1,5,2,0.17361111111111113,0
1,3,3,1,5,2,0.17361111111111113,0
2,1,3,1,5,2,0.17361111111111113,0
2,2,3,1,5,2,0,-0.6944444444444445
2,3,3,1,5,2,0.17361111111111113,0
1,1,3,1,5,3,0.5787037037037037,0
1,2,3,1,5,3,0,0
1,3,3,1,5,3,0,0
2,1,3,1,5,3,0,0
2,2,3,1,5,3,0,-0.5787037037037037
2,3,3,1,5,3,0,0
1,1,3,1,5,4,0,0
1,2,3,1,5,4,0,0
1,3,3,1,5,4,0,0
2,1,3,1,5,4,0,0
2,2,3,1,5,4,0,0
2,3,3,1,5,4,0,0
1,1,3,1,5,5,0,0
1,2,3,1,5,5,0,0
1,3,3,1,5,5,0,0
2,1,3,1,5,5,0,0
2,2,3,1,5,5,0,0
2,3,3,1,5,5,0,0
1,1,3,1,5,6,0,0
1,2,3,1,5,6,0,0
1,3,3,1,5,6,0,0
2,1,3,1,5,6,0,0
2,2,3,1,5,6,0,0
2,3,3,1,5,6,0,0
1,1,3,1,5,7,0,0
1,2,3,1,5,7,0,0
1,3,3,1,5,7,0,0
2,1,3,1,5,7,0,0
2,2,3,1,5,7,0,0
2,3,3,1,5,7,0,0
1,1,3,1,5,8,0,0
1,2,3,1,5,8,0,0
1,3,3,1,5,8,0,0
2,1,3,1,5,8,0,0
2,2,3,1,5,8,0,0
2,3,3,1,5,8,0,0
1,1,3,1,5,9,0,0
1,2,3,1,5,9,0,0
1,3,3,1,5,9,0,0
2,1,3,1,5,9,0,0
2,2,3,1,5,9,0,0
2,3,3,1,5,9,0,0
1,1,3,1,5,10,0,0
1,2,3,1,5,10,0,0
1,3,3,1,5,10,0,0
2,1,3,1,5,10,0,0
2,2,3,1,5,10,0,0
2,3,3,1,5,10,0,0
1,1,3,1,6,1,1.420565578089656,0
1,2,3,1,6,1,2.5,-1.7616967342689676
1,3,3,1,6,1,0.29361612237816126,-0.8333333333333334
2,1,3,1,6,1,0.29361612237816126,-0.8333333333333334
2,2,3,1,6,1,0.29361612237816126,-0.8333333333333334
2,3,3,1,6,1,0.29361612237816126,-0.8333333333333334
1,1,3,1,6,2,0.9787204079272043,0
1,2,3,1,6,2,0.9787204079272043,0
1,3,3,1,6,2,0.9787204079272043,0
2,1,3,1,6,2,0,-1.4680806118908065
2,2,3,1,6,2,0,0
2,3,3,1,6,2,0,-1.4680806118908065
1,1,3,1,6,3,0.24468010198180107,0
1,2,3,1,6,3,0.24468010198180107,0
1,3,3,1,6,3,0.24468010198180107,0
2,1,3,1,6,3,0.24468010198180107,0
2,2,3,1,6,3,0,-1.2234005099090053
2,3,3,1,6,3,0.24468010198180107,0
1,1,3,1,7,1,0,-0.8333333333333334
1,2,3,1,7,1,0,0
1,3,3,1,7,1,3.3333333333333335,0
2,1,3,1,7,1,0,-0.8333333333333334
2,2,3,1,7,1,0,-0.8333333333333334
2,3,3,1,7,1,0,-0.8333333333333334
1,1,3,1,7,2,0,0
1,2,3,1,7,2,0,0
1,3,3,1,7,2,0,0
2,1,3,1,7,2,0,0
2,2,3,1,7,2,0,0
2,3,3,1,7,2,0,0
1,1,3,1,7,3,0,0
1,2,3,1,7,3,0,0
1,3,3,1,7,3,0,0
2,1,3,1,7,3,0,0
2,2,3,1,7,3,0,0
2,3,3,1,7,3,0,0
1,1,3,1,7,4,0,0
1,2,3,1,7,4,0,0
1,3,3,1,7,4,0,0
2,1,3,1,7,4,0,0
2,2,3,1,7,4,0,0
2,3,3,1,7,4,0,0
1,1,3,1,7,5,0,0
1,2,3,1,7,5,0,0
1,3,3,1,7,5,0,0
2,1,3,1,7,5,0,0
2,2,3,1,7,5,0,0
2,3,3,1,7,5,0,0
1,1,3,1,7,6,0,0
1,2,3,1,7,6,0,0
1,3,3,1,7,6,0,0
2,1,3,1,7,6,0,0
2,2,3,1,7,6,0,0
2,3,3,1,7,6,0,0
1,1,3,1,7,7,0,0
1,2,3,1,7,7,0,0
1,3,3,1,7,7,0,0
2,1,3,1,7,7,0,0
2,2,3,1,7,7,0,0
2,3,3,1,7,7,0,0
1,1,3,1,7,8,0,0
1,2,3,1,7,8,0,0
1,3,3,1,7,8,0,0
2,1,3,1,7,8,0,0
2,2,3,1,7,8,0,0
2,3,3,1,7,8,0,0
1,1,3,1,7,9,0,0
1,2,3,1,7,9,0,0
1,3,3,1,7,9,0,0
2,1,3,1,7,9,0,0
2,2,3,1,7,9,0,0
2,3,3,1,7,9,0,0
1,1,3,1,7,10,0,0
1,2,3,1,7,10,0,0
1,3,3,1,7,10,0,0
2,1,3,1,7,10,0,0
2,2,3,1,7,10,0,0
2,3,3,1,7,10,0,0
1,1,3,1,8,1,0.29361612237816126,0
1,2,3,1,8,1,0.8333333333333334,-1.7616967342689676
1,3,3,1,8,1,0.29361612237816126,-0.8333333333333334
2,1,3,1,8,1,2.2538989114229895,0
2,2,3,1,8,1,0.29361612237816126,-0.8333333333333334
2,3,3,1,8,1,0.29361612237816126,-0.8333333333333334
1,1,3,1,8,2,0,-0.6944444444444445
1,2,3,1,8,2,0.17361111111111113,0
1,3,3,1,8,2,0.17361111111111113,0
2,1,3,1,8,2,0.17361111111111113,0
2,2,3,1,8,2,0,0
2,3,3,1,8,2,0.17361111111111113,0
1,1,3,1,8,3,0,0
1,2,3,1,8,3,0,0
1,3,3,1,8,3,0,0
2,1,3,1,8,3,0,0
2,2,3,1,8,3,0,0
2,3,3,1,8,3,0,0
1,1,3,1,8,4,0.20390008498483425,0
1,2,3,1,8,4,0.20390008498483425,0
1,3,3,1,8,4,0.20390008498483425,0
2,1,3,1,8,4,0.20390008498483425,0
2,2,3,1,8,4,0,-1.0195004249241713
2,3,3,1,8,4,0.20390008498483425,0
1,1,3,1,9,1,0,-0.8333333333333334
1,2,3,1,9,1,0.8333333333333334,0
1,3,3,1,9,1,0,-0.8333333333333334
2,1,3,1,9,1,0,-0.8333333333333334
2,2,3,1,9,1,2.5,0
2,3,3,1,9,1,0,-0.8333333333333334
1,1,3,1,9,2,0,0
1,2,3,1,9,2,0.7340403059454033,0
1,3,3,1,9,2,0.7340403059454033,0
2,1,3,1,9,2,0,0
2,2,3,1,9,2,0,0
2,3,3,1,9,2,0,-1.4680806118908065
1,1,3,1,9,3,0.4078001699696684,0
1,2,3,1,9,3,0.4078001699696684,0
1,3,3,1,9,3,0.4078001699696684,0
2,1,3,1,9,3,0.4078001699696684,-1.2234005099090053
2,2,3,1,9,3,0.4078001699696684,0
2,3,3,1,9,3,0.4078001699696684,-1.2234005099090053
1,1,3,1,9,4,0,0
1,2,3,1,9,4,0.3398334749747237,0
1,3,3,1,9,4,0.3398334749747237,0
2,1,3,1,9,4,0.3398334749747237,0
2,2,3,1,9,4,0,0
2,3,3,1,9,4,0,-1.0195004249241713
1,1,3,1,9,5,0.4247918437184046,0
1,2,3,1,9,5,0,0
1,3,3,1,9,5,0,0
2,1,3,1,9,5,0,0
2,2,3,1,9,5,0.4247918437184046,0
2,3,3,1,9,5,0,-0.8495836874368092
1,1,3,1,9,6,0,0
1,2,3,1,9,6,0.23599546873244706,0
1,3,3,1,9,6,0.23599546873244706,0
2,1,3,1,9,6,0.23599546873244706,0
2,2,3,1,9,6,0,0
2,3,3,1,9,6,0,-0.7079864061973412
1,1,3,1,9,7,0.2949943359155588,0
1,2,3,1,9,7,0,0
1,3,3,1,9,7,0,0
2,1,3,1,9,7,0,0
2,2,3,1,9,7,0.2949943359155588,0
2,3,3,1,9,7,0,-0.5899886718311176
1,1,3,1,9,8,0,0
1,2,3,1,9,8,0.16388574217531043,0
1,3,3,1,9,8,0.16388574217531043,0
2,1,3,1,9,8,0.16388574217531043,0
2,2,3,1,9,8,0,0
2,3,3,1,9,8,0,-0.49165722652593136
1,1,3,1,9,9,0,0
1,2,3,1,9,9,0,0
1,3,3,1,9,9,0,0
2,1,3,1,9,9,0,0
2,2,3,1,9,9,0,0
2,3,3,1,9,9,0,0
1,1,3,1,9,10,0.17071431476594842,0
1,2,3,1,9,10,0,0
1,3,3,1,9,10,0,0
2,1,3,1,9,10,0,0
2,2,3,1,9,10,0.17071431476594842,0
2,3,3,1,9,10,0,-0.34142862953189684
1,1,3,1,10,1,0,-0.8333333333333334
1,2,3,1,10,1,0,0
1,3,3,1,10,1,0,-0.8333333333333334
2,1,3,1,10,1,0,-0.8333333333333334
2,2,3,1,10,1,0,0
2,3,3,1,10,1,2.5,0
1,1,3,1,10,2,0,0
1,2,3,1,10,2,0.6944444444444445,0
1,3,3,1,10,2,0,0
2,1,3,1,10,2,0,0
2,2,3,1,10,2,0,-0.6944444444444445
2,3,3,1,10,2,0,0
1,1,3,1,10,3,0,0
1,2,3,1,10,3,0.6117002549545026,0
1,3,3,1,10,3,0,-1.2234005099090053
2,1,3,1,10,3,0,0
2,2,3,1,10,3,0.6117002549545026,0
2,3,3,1,10,3,0,0
1,1,3,1,10,4,0.3398334749747237,0
1,2,3,1,10,4,0,0
1,3,3,1,10,4,0,-1.0195004249241713
2,1,3,1,10,4,0.3398334749747237,0
2,2,3,1,10,4,0,0
2,3,3,1,10,4,0.3398334749747237,0
1,1,3,1,10,5,0,0
1,2,3,1,10,5,0,0
1,3,3,1,10,5,0,0
2,1,3,1,10,5,0,0
2,2,3,1,10,5,0,0
2,3,3,1,10,5,0,0
1,1,3,1,10,6,0,0
1,2,3,1,10,6,0,0
1,3,3,1,10,6,0,0
2,1,3,1,10,6,0,0
2,2,3,1,10,6,0,0
2,3,3,1,10,6,0,0
1,1,3,1,10,7,0,0
1,2,3,1,10,7,0,0
1,3,3,1,10,7,0,0
2,1,3,1,10,7,0,0
2,2,3,1,10,7,0,0
2,3,3,1,10,7,0,0
1,1,3,1,10,8,0,0
1,2,3,1,10,8,0,0
1,3,3,1,10,8,0,0
2,1,3,1,10,8,0,0
2,2,3,1,10,8,0,0
2,3,3,1,10,8,0,0
1,1,3,1,10,9,0,0
1,2,3,1,10,9,0,0
1,3,3,1,10,9,0,0
2,1,3,1,10,9,0,0
2,2,3,1,10,9,0,0
2,3,3,1,10,9,0,0
1,1,3,1,10,10,0,0
1,2,3,1,10,10,0,0
1,3,3,1,10,10,0,0
2,1,3,1,10,10,0,0
2,2,3,1,10,10,0,0
2,3,3,1,10,10,0,0
1,1,3,1,11,1,3.087232244756323,0
1,2,3,1,11,1,0.29361612237816126,-0.8333333333333334
1,3,3,1,11,1,0.8333333333333334,-1.7616967342689676
2,1,3,1,11,1,0.29361612237816126,-0.8333333333333334
2,2,3,1,11,1,0.29361612237816126,-0.8333333333333334
2,3,3,1,11,1,0.29361612237816126,-0.8333333333333334
1,1,3,1,11,2,0,0
1,2,3,1,11,2,0,0
1,3,3,1,11,2,0,0
2,1,3,1,11,2,0,0
2,2,3,1,11,2,0,0
2,3,3,1,11,2,0,0
1,1,3,1,11,3,0,0
1,2,3,1,11,3,0,0
1,3,3,1,11,3,0,0
2,1,3,1,11,3,0,0
2,2,3,1,11,3,0,0
2,3,3,1,11,3,0,0
1,1,3,1,11,4,0,0
1,2,3,1,11,4,0,0
1,3,3,1,11,4,0,0
2,1,3,1,11,4,0,0
2,2,3,1,11,4,0,0
2,3,3,1,11,4,0,0
1,1,3,1,11,5,0,0
1,2,3,1,11,5,0,0
1,3,3,1,11,5,0,0
2,1,3,1,11,5,0,0
2,2,3,1,11,5,0,0
2,3,3,1,11,5,0,0
1,1,3,1,11,6,0,0
1,2,3,1,11,6,0,0
1,3,3,1,11,6,0,0
2,1,3,1,11,6,0,0
2,2,3,1,11,6,0,0
2,3,3,1,11,6,0,0
1,1,3,1,11,7,0,0
1,2,3,1,11,7,0,0
1,3,3,1,11,7,0,0
2,1,3,1,11,7,0,0
2,2,3,1,11,7,0,0
2,3,3,1,11,7,0,0
1,1,3,1,11,8,0,0
1,2,3,1,11,8,0,0
1,3,3,1,11,8,0,-0.49165722652593136
2,1,3,1,11,8,0.9833144530518627,0
2,2,3,1,11,8,0,-0.49165722652593136
2,3,3,1,11,8,0,0
1,1,3,1,11,9,0.2731429036255174,0
1,2,3,1,11,9,0.2731429036255174,0
1,3,3,1,11,9,0,-0.40971435543827617
2,1,3,1,11,9,0,-0.40971435543827617
2,2,3,1,11,9,0,0
2,3,3,1,11,9,0.2731429036255174,0
1,1,3,1,11,10,0,0
1,2,3,1,11,10,0,0
1,3,3,1,11,10,0,-0.34142862953189684
2,1,3,1,11,10,0,-0.34142862953189684
2,2,3,1,11,10,0.6828572590637937,0
2,3,3,1,11,10,0,0
1,1,3,1,12,1,0.29361612237816126,-0.8333333333333334
1,2,3,1,12,1,3.087232244756323,0
1,3,3,1,12,1,0.8333333333333334,-1.7616967342689676
2,1,3,1,12,1,0.29361612237816126,-0.8333333333333334
2,2,3,1,12,1,0.29361612237816126,-0.8333333333333334
2,3,3,1,12,1,0.29361612237816126,-0.8333333333333334
1,1,3,1,12,2,0.2936161223781613,0
1,2,3,1,12,2,0.2936161223781613,0
1,3,3,1,12,2,0.2936161223781613,0
2,1,3,1,12,2,0,-1.4680806118908065
2,2,3,1,12,2,0.2936161223781613,0
2,3,3,1,12,2,0.2936161223781613,0
1,1,3,1,13,1,0.29361612237816126,-0.8333333333333334
1,2,3,1,13,1,0.29361612237816126,-0.8333333333333334
1,3,3,1,13,1,0.8333333333333334,-1.7616967342689676
2,1,3,1,13,1,3.0872322447563225,0
2,2,3,1,13,1,0.29361612237816126,-0.8333333333333334
2,3,3,1,13,1,0.29361612237816126,-0.8333333333333334
1,1,3,1,13,2,0,0
1,2,3,1,13,2,0,0
1,3,3,1,13,2,0,0
2,1,3,1,13,2,0,0
2,2,3,1,13,2,0,0
2,3,3,1,13,2,0,0
1,1,3,1,13,3,0,0
1,2,3,1,13,3,0,0
1,3,3,1,13,3,0,0
2,1,3,1,13,3,0,0
2,2,3,1,13,3,0,0
2,3,3,1,13,3,0,0
1,1,3,1,13,4,0.20390008498483425,0
1,2,3,1,13,4,0.20390008498483425,0
1,3,3,1,13,4,0.20390008498483425,0
2,1,3,1,13,4,0.20390008498483425,0
2,2,3,1,13,4,0.20390008498483425,0
2,3,3,1,13,4,0,-1.0195004249241713
1,1,3,1,14,1,0,-0.8333333333333334
1,2,3,1,14,1,0,-0.8333333333333334
1,3,3,1,14,1,0.8333333333333334,0
2,1,3,1,14,1,0,-0.8333333333333334
2,2,3,1,14,1,2.5,0
2,3,3,1,14,1,0,-0.8333333333333334
1,1,3,1,14,2,0.36702015297270163,0
1,2,3,1,14,2,0.36702015297270163,0
1,3,3,1,14,2,0,0
2,1,3,1,14,2,0.36702015297270163,0
2,2,3,1,14,2,0.36702015297270163,0
2,3,3,1,14,2,0,-1.4680806118908065
1,1,3,1,14,3,0,0
1,2,3,1,14,3,0,0
1,3,3,1,14,3,0,0
2,1,3,1,14,3,0,0
2,2,3,1,14,3,0,0
2,3,3,1,14,3,0,0
1,1,3,1,14,4,0,0
1,2,3,1,14,4,0,0
1,3,3,1,14,4,2.0390008498483425,0
2,1,3,1,14,4,0,-1.0195004249241713
2,2,3,1,14,4,0,0
2,3,3,1,14,4,0,-1.0195004249241713
1,1,3,1,14,5,0.2831945624789364,0
1,2,3,1,14,5,0.2831945624789364,-0.8495836874368092
1,3,3,1,14,5,0.2831945624789364,0
2,1,3,1,14,5,0.2831945624789364,-0.8495836874368092
2,2,3,1,14,5,0.2831945624789364,0
2,3,3,1,14,5,0.2831945624789364,0
1,1,3,1,14,6,0.23599546873244706,0
1,2,3,1,14,6,0.23599546873244706,-0.7079864061973412
