LLM,topic,experiment,if_base,稳态轮次,达成共识轮次,共识观点,末轮观点分布,末轮平均观点
GPT-5.1,6,25,0,1,1,1,consistent,1.0
GPT-5.1,6,26,0,2,11,False,polar,0.6666666666666666
GPT-5.1,6,27,0,1,1,1,consistent,1.0
GPT-5.1,6,28,0,1,11,False,polar,0.6666666666666666
GPT-5.1,6,29,0,1,11,False,polar,0.6666666666666666
GPT-5.1,6,30,0,1,1,1,consistent,1.0
Llama-3.3-70b-instruct,1,-4,1,9,9,-1,consistent,-1.0
Llama-3.3-70b-instruct,1,-3,1,7,7,-1,consistent,-1.0
Llama-3.3-70b-instruct,1,-2,1,3,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,1,-1,1,5,11,False,-1_0_1,-0.5
Llama-3.3-70b-instruct,1,0,1,9,11,False,-1_0_1,-0.5
Llama-3.3-70b-instruct,1,1,0,4,11,False,-1_0_1,-0.3333333333333333
Llama-3.3-70b-instruct,1,2,0,5,11,False,-1_0_1,-0.5
Llama-3.3-70b-instruct,1,3,0,10,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,1,4,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,5,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,6,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,7,0,5,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,1,8,0,7,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,1,9,0,2,11,False,-1_0,-0.3333333333333333
Llama-3.3-70b-instruct,1,10,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,11,0,3,3,0,consistent,0.0
Llama-3.3-70b-instruct,1,12,0,10,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,1,13,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,14,0,5,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,1,15,0,5,5,0,consistent,0.0
Llama-3.3-70b-instruct,1,16,0,7,11,False,0_1,0.3333333333333333
Llama-3.3-70b-instruct,1,17,0,7,11,False,-1_0,-0.6666666666666666
Llama-3.3-70b-instruct,1,18,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,19,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,20,0,6,11,False,-1_0,-0.8333333333333334
Llama-3.3-70b-instruct,1,21,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,22,0,5,11,False,-1_0,-0.3333333333333333
Llama-3.3-70b-instruct,1,23,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,24,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,25,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,26,0,8,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,1,27,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,28,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,1,29,0,6,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,1,30,0,1,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,2,-4,1,4,4,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,-3,1,2,2,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,-2,1,5,5,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,-1,1,7,7,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,0,1,8,8,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,1,0,9,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,2,2,0,7,11,False,-1_0_1,-0.3333333333333333
Llama-3.3-70b-instruct,2,3,0,8,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,2,4,0,10,11,False,-1_0,-0.3333333333333333
Llama-3.3-70b-instruct,2,5,0,8,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,2,6,0,1,1,0,consistent,0.0
Llama-3.3-70b-instruct,2,7,0,7,7,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,8,0,6,11,False,-1_0,-0.6666666666666666
Llama-3.3-70b-instruct,2,9,0,2,2,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,10,0,1,1,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,11,0,10,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,2,12,0,7,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,2,13,0,3,11,False,-1_0,-0.8333333333333334
Llama-3.3-70b-instruct,2,14,0,5,5,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,15,0,9,11,False,-1_0_1,-0.5
Llama-3.3-70b-instruct,2,16,0,5,11,False,-1_0_1,-0.3333333333333333
Llama-3.3-70b-instruct,2,17,0,8,11,False,-1_0_1,-0.3333333333333333
Llama-3.3-70b-instruct,2,18,0,6,6,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,19,0,7,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,2,20,0,3,11,False,-1_0_1,-0.5
Llama-3.3-70b-instruct,2,21,0,10,10,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,22,0,10,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,2,23,0,9,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,2,24,0,2,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,2,25,0,5,5,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,26,0,5,5,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,27,0,2,2,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,28,0,2,2,-1,consistent,-1.0
Llama-3.3-70b-instruct,2,29,0,9,11,False,-1_0,-0.6666666666666666
Llama-3.3-70b-instruct,2,30,0,10,11,False,-1_0,-0.3333333333333333
Llama-3.3-70b-instruct,3,-4,1,9,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,3,-3,1,9,11,False,-1_0,-0.3333333333333333
Llama-3.3-70b-instruct,3,-2,1,10,10,-1,consistent,-1.0
Llama-3.3-70b-instruct,3,-1,1,6,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,3,0,1,10,11,False,-1_0_1,-0.5
Llama-3.3-70b-instruct,3,1,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,2,0,3,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,3,3,0,8,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,4,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,5,0,10,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,6,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,7,0,4,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,8,0,8,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,9,0,7,11,False,polar,0.6666666666666666
Llama-3.3-70b-instruct,3,10,0,10,11,False,-1_0_1,0.3333333333333333
Llama-3.3-70b-instruct,3,11,0,6,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,12,0,1,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,13,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,14,0,9,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,15,0,1,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,3,16,0,8,11,False,-1_0_1,0.3333333333333333
Llama-3.3-70b-instruct,3,17,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,18,0,6,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,19,0,3,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,20,0,10,11,False,-1_0_1,0.3333333333333333
Llama-3.3-70b-instruct,3,21,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,22,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,23,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,24,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,25,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,26,0,10,11,False,polar,0.6666666666666666
Llama-3.3-70b-instruct,3,27,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,3,28,0,10,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,3,29,0,7,7,0,consistent,0.0
Llama-3.3-70b-instruct,3,30,0,7,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,4,-4,1,9,9,-1,consistent,-1.0
Llama-3.3-70b-instruct,4,-3,1,5,5,-1,consistent,-1.0
Llama-3.3-70b-instruct,4,-2,1,7,7,-1,consistent,-1.0
Llama-3.3-70b-instruct,4,-1,1,9,11,False,-1_0,-0.8333333333333334
Llama-3.3-70b-instruct,4,0,1,7,7,-1,consistent,-1.0
Llama-3.3-70b-instruct,4,1,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,2,0,6,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,4,3,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,4,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,5,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,6,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,7,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,8,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,9,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,10,0,8,11,False,0_1,0.16666666666666666
Llama-3.3-70b-instruct,4,11,0,5,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,4,12,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,13,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,14,0,2,11,False,0_1,0.16666666666666666
Llama-3.3-70b-instruct,4,15,0,3,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,4,16,0,4,4,0,consistent,0.0
Llama-3.3-70b-instruct,4,17,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,18,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,19,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,20,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,21,0,8,11,False,0_1,0.16666666666666666
Llama-3.3-70b-instruct,4,22,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,23,0,9,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,4,24,0,9,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,25,0,8,11,False,0_1,0.3333333333333333
Llama-3.3-70b-instruct,4,26,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,27,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,28,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,4,29,0,9,11,False,-1_0,-0.8333333333333334
Llama-3.3-70b-instruct,4,30,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,-4,1,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,-3,1,6,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,-2,1,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,-1,1,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,0,1,6,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,1,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,2,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,3,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,4,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,5,0,6,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,5,6,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,7,0,3,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,5,8,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,9,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,10,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,11,0,7,11,False,0_1,0.16666666666666666
Llama-3.3-70b-instruct,5,12,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,13,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,14,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,15,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,16,0,1,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,5,17,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,18,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,19,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,20,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,21,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,22,0,9,11,False,0_1,0.8333333333333334
Llama-3.3-70b-instruct,5,23,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,24,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,25,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,26,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,27,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,28,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,29,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,5,30,0,0,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,6,-4,1,3,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,6,-3,1,5,5,-1,consistent,-1.0
Llama-3.3-70b-instruct,6,-2,1,8,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,6,-1,1,1,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,6,0,1,10,11,False,polar,-0.6666666666666666
Llama-3.3-70b-instruct,6,1,0,10,11,False,polar,0.3333333333333333
Llama-3.3-70b-instruct,6,2,0,8,11,False,-1_0,-0.16666666666666666
Llama-3.3-70b-instruct,6,3,0,6,6,1,consistent,1.0
Llama-3.3-70b-instruct,6,4,0,10,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,6,5,0,8,11,False,-1_0_1,0.5
Llama-3.3-70b-instruct,6,6,0,6,6,0,consistent,0.0
Llama-3.3-70b-instruct,6,7,0,4,11,False,polar,0.6666666666666666
Llama-3.3-70b-instruct,6,8,0,1,11,False,-1_0_1,0.16666666666666666
Llama-3.3-70b-instruct,6,9,0,4,11,False,-1_0_1,0.5
Llama-3.3-70b-instruct,6,10,0,9,11,False,-1_0_1,-0.3333333333333333
Llama-3.3-70b-instruct,6,11,0,7,11,False,-1_0,-0.5
Llama-3.3-70b-instruct,6,12,0,7,7,0,consistent,0.0
Llama-3.3-70b-instruct,6,13,0,10,10,0,consistent,0.0
Llama-3.3-70b-instruct,6,14,0,7,11,False,-1_0,-0.8333333333333334
Llama-3.3-70b-instruct,6,15,0,9,11,False,polar,0.6666666666666666
Llama-3.3-70b-instruct,6,16,0,10,11,False,-1_0,-0.3333333333333333
Llama-3.3-70b-instruct,6,17,0,1,1,0,consistent,0.0
Llama-3.3-70b-instruct,6,18,0,6,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,6,19,0,8,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,6,20,0,4,11,False,polar,0.6666666666666666
Llama-3.3-70b-instruct,6,21,0,9,11,False,-1_0_1,-0.5
Llama-3.3-70b-instruct,6,22,0,7,11,False,-1_0_1,-0.3333333333333333
Llama-3.3-70b-instruct,6,23,0,4,11,False,polar,0.6666666666666666
Llama-3.3-70b-instruct,6,24,0,7,11,False,-1_0_1,0.0
Llama-3.3-70b-instruct,6,25,0,2,2,-1,consistent,-1.0
Llama-3.3-70b-instruct,6,26,0,6,11,False,-1_0_1,-0.3333333333333333
Llama-3.3-70b-instruct,6,27,0,4,11,False,-1_0,-0.5
Llama-3.3-70b-instruct,6,28,0,8,11,False,-1_0_1,-0.16666666666666666
Llama-3.3-70b-instruct,6,29,0,1,1,-1,consistent,-1.0
Llama-3.3-70b-instruct,6,30,0,8,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,-4,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,-3,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,-2,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,-1,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,0,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,1,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,2,0,5,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,3,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,4,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,5,0,10,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,6,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,7,0,9,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,8,0,9,11,False,-1_0_1,-0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,1,9,0,7,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,10,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,11,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,12,0,3,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,13,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,14,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,15,0,1,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,16,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,17,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,18,0,10,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,19,0,9,11,False,-1_0_1,0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,1,20,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,21,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,22,0,9,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,1,23,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,24,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,25,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,26,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,27,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,28,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,29,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,1,30,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,-4,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,-3,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,-2,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,-1,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,0,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,1,0,5,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,2,0,7,11,False,-1_0_1,-0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,2,3,0,9,11,False,-1_0_1,-0.5
Gemini-3.1-Flash-Lite-Preview,2,4,0,2,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,5,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,6,0,1,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,7,0,10,11,False,-1_0_1,-0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,2,8,0,8,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,9,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,10,0,7,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,11,0,3,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,12,0,4,11,False,-1_0_1,-0.5
Gemini-3.1-Flash-Lite-Preview,2,13,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,14,0,7,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,15,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,16,0,9,11,False,-1_0_1,-0.5
Gemini-3.1-Flash-Lite-Preview,2,17,0,5,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,18,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,19,0,7,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,20,0,1,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,21,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,22,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,2,23,0,3,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,24,0,8,11,False,-1_0_1,-0.5
Gemini-3.1-Flash-Lite-Preview,2,25,0,1,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,26,0,6,11,False,-1_0_1,-0.5
Gemini-3.1-Flash-Lite-Preview,2,27,0,3,11,False,-1_0_1,-0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,2,28,0,2,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,2,29,0,2,11,False,-1_0_1,-0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,2,30,0,6,11,False,-1_0_1,-0.5
Gemini-3.1-Flash-Lite-Preview,3,-4,1,5,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,-3,1,3,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,-2,1,8,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,-1,1,5,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,0,1,5,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,1,0,5,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,2,0,8,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,3,0,9,11,False,-1_0_1,0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,3,4,0,2,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,5,0,3,11,False,-1_0_1,0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,3,6,0,4,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,7,0,8,11,False,-1_0_1,0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,3,8,0,3,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,9,0,10,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,10,0,8,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,11,0,9,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,12,0,5,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,13,0,6,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,14,0,7,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,15,0,7,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,16,0,10,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,17,0,7,11,False,-1_0_1,0.3333333333333333
Gemini-3.1-Flash-Lite-Preview,3,18,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,3,19,0,10,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,20,0,10,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,21,0,9,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,22,0,6,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,23,0,7,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,24,0,3,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,25,0,8,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,26,0,4,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,27,0,9,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,28,0,10,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,3,29,0,7,11,False,-1_0_1,0.5
Gemini-3.1-Flash-Lite-Preview,3,30,0,7,11,False,polar,0.6666666666666666
Gemini-3.1-Flash-Lite-Preview,4,-4,1,6,11,False,-1_0_1,0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,4,-3,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,-2,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,-1,1,7,11,False,-1_0_1,0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,4,0,1,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,1,0,4,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,4,2,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,3,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,4,0,4,11,False,-1_0_1,0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,4,5,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,6,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,7,0,1,11,False,-1_0_1,-0.16666666666666666
Gemini-3.1-Flash-Lite-Preview,4,8,0,0,11,False,-1_0_1,0.0
Gemini-3.1-Flash-Lite-Preview,4,9,0,5,11,False,-1_0_1,-0.16666666666666666
